Time,Exchange,Symbol,Trade_Volume,Trade_Price
09:45:31.976003000,D,FB,33,26.9523
09:45:33.160821000,T,FB,100,26.96
09:45:33.452864000,Z,FB,100,26.95
09:45:33.452946000,Z,FB,100,26.95
09:45:33.452968000,Z,FB,100,26.94
09:45:33.455820000,D,FB,200,26.95
09:45:33.461922000,Z,FB,100,26.94
09:45:39.771974000,D,FB,100,26.94
09:45:39.787197000,D,FB,200,26.94
09:45:40.074183000,T,FB,100,26.94
09:45:41.662850000,N,FB,200,26.94
09:45:41.663027000,Z,FB,100,26.94
09:45:41.663207000,T,FB,200,26.94
09:45:41.663297000,T,FB,100,26.94
09:45:41.663578000,Z,FB,200,26.94
09:45:41.663700000,Y,FB,100,26.945
09:45:41.663913000,Y,FB,300,26.94
09:45:41.664025000,D,FB,100,26.95
09:45:41.664315000,Y,FB,100,26.94
09:45:41.665425000,D,FB,200,26.95
09:45:41.667135000,D,FB,300,26.95
09:45:41.668118000,D,FB,100,26.95
09:45:41.668524000,D,FB,200,26.95
09:45:41.668673000,D,FB,100,26.95
09:45:41.668794000,D,FB,100,26.95
09:45:41.669073000,D,FB,100,26.95
09:45:41.669194000,D,FB,400,26.95
09:45:41.669579000,D,FB,100,26.95
09:45:47.822442000,Z,FB,5,26.945
09:45:47.831960000,P,FB,100,26.95
09:45:47.832253000,T,FB,100,26.95
09:45:47.832352000,N,FB,100,26.95
09:45:47.839710000,Y,FB,100,26.96
09:45:47.839786000,Y,FB,100,26.96
09:45:57.271950000,T,FB,200,26.95
09:45:57.272000000,B,FB,100,26.95
09:45:57.272023000,T,FB,100,26.95
09:45:57.272057000,Y,FB,100,26.95
09:45:57.272118000,Y,FB,100,26.95
09:45:57.272145000,N,FB,200,26.95
09:45:59.010370000,N,FB,400,26.95
09:45:59.010462000,Z,FB,200,26.95
09:45:59.010545000,Z,FB,100,26.95
09:45:59.010568000,Z,FB,100,26.95
09:45:59.010629000,P,FB,100,26.95
09:45:59.010744000,N,FB,400,26.95
09:45:59.010803000,K,FB,35,26.95
09:45:59.010855000,N,FB,200,26.95
09:45:59.010898000,K,FB,100,26.95
09:45:59.011015000,K,FB,100,26.95
09:45:59.014024000,D,FB,100,26.95
09:45:59.016315000,D,FB,100,26.95
09:45:59.026332000,T,FB,100,26.94
09:45:59.026450000,T,FB,100,26.94
09:45:59.026476000,T,FB,200,26.94
09:45:59.026511000,T,FB,100,26.94
09:45:59.026533000,T,FB,100,26.94
09:45:59.026556000,T,FB,100,26.94
09:45:59.026578000,J,FB,100,26.95
09:45:59.045736000,D,FB,100,26.945
09:45:59.240791000,Z,FB,100,26.945
09:45:59.240871000,Z,FB,100,26.94
09:45:59.241214000,V,FB,100,26.94
09:45:59.241267000,V,FB,100,26.94
09:45:59.243126000,D,FB,200,26.945
09:45:59.291045000,Z,FB,200,26.94
09:45:59.341370000,K,FB,100,26.93
09:45:59.341522000,T,FB,200,26.93
09:45:59.341614000,T,FB,100,26.93
09:46:00.015197000,N,FB,500,26.94
09:46:00.015723000,P,FB,100,26.93
09:46:00.017946000,Z,FB,100,26.935
09:46:00.017972000,T,FB,100,26.94
09:46:00.017998000,Z,FB,200,26.94
09:46:00.018175000,Z,FB,100,26.94
09:46:00.019028000,N,FB,200,26.95
09:46:01.021294000,N,FB,200,26.95
09:46:01.022103000,J,FB,100,26.95
09:46:01.023657000,P,FB,100,26.95
09:46:01.023744000,P,FB,100,26.95
09:46:01.023776000,T,FB,100,26.95
09:46:01.023806000,P,FB,100,26.95
09:46:01.023828000,N,FB,900,26.95
09:46:01.023864000,T,FB,100,26.95
09:46:01.023936000,T,FB,100,26.95
09:46:04.061355000,N,FB,100,26.95
09:46:04.213892000,N,FB,100,26.95
09:46:05.215922000,N,FB,200,26.945
09:46:05.216012000,N,FB,200,26.95
09:46:06.772226000,T,FB,200,26.94
09:46:07.104196000,N,FB,100,26.93
09:46:08.414478000,P,FB,100,26.93
09:46:08.629517000,N,FB,100,26.93
09:46:13.002467000,N,FB,600,26.94
09:46:13.002533000,P,FB,100,26.93
09:46:13.002627000,P,FB,100,26.94
09:46:13.002666000,P,FB,100,26.94
09:46:13.002690000,P,FB,200,26.94
09:46:13.002803000,Y,FB,100,26.94
09:46:13.002864000,Z,FB,100,26.93
09:46:13.002905000,Y,FB,100,26.94
09:46:13.002972000,Z,FB,100,26.94
09:46:13.002993000,Z,FB,100,26.94
09:46:13.003037000,Z,FB,200,26.94
09:46:13.003057000,Z,FB,200,26.94
09:46:13.003239000,T,FB,200,26.935
09:46:13.003271000,T,FB,100,26.94
09:46:13.003291000,T,FB,200,26.94
09:46:13.003315000,T,FB,200,26.94
09:46:13.003340000,T,FB,100,26.94
09:46:13.213763000,Z,FB,100,26.95
09:46:15.837951000,D,FB,66,26.9401
09:46:16.038383000,P,FB,100,26.94
09:46:16.038810000,Y,FB,100,26.94
09:46:16.038870000,T,FB,100,26.94
09:46:16.038953000,N,FB,1200,26.94
09:46:16.038979000,K,FB,100,26.94
09:46:16.039001000,T,FB,200,26.94
09:46:16.039027000,T,FB,100,26.94
09:46:16.039465000,V,FB,100,26.94
09:46:16.039495000,D,FB,100,26.94
09:46:16.469132000,N,FB,400,26.94
09:46:16.478664000,D,FB,200,26.94
09:46:20.026309000,N,FB,200,26.94
09:46:20.026856000,Y,FB,100,26.94
09:46:21.028412000,N,FB,100,26.94
09:46:21.029831000,T,FB,100,26.94
09:46:21.423842000,N,FB,900,26.94
09:46:21.424605000,N,FB,800,26.94
09:46:21.676630000,N,FB,200,26.94
09:46:21.783173000,T,FB,200,26.94
09:46:21.783269000,T,FB,100,26.94
09:46:21.960751000,D,FB,200,26.936
09:46:22.426570000,N,FB,400,26.94
09:46:22.426907000,P,FB,100,26.94
09:46:22.607151000,D,FB,200,26.94
09:46:24.224657000,D,FB,100,26.94
09:46:24.225695000,N,FB,100,26.94
09:46:29.468286000,Y,FB,200,26.95
09:46:32.215125000,N,FB,100,26.949
09:46:32.228048000,N,FB,100,26.949
09:46:32.244204000,P,FB,1000,26.95
09:46:32.244285000,Y,FB,100,26.95
09:46:32.244314000,N,FB,600,26.95
09:46:32.244371000,Z,FB,700,26.95
09:46:32.244603000,T,FB,200,26.95
09:46:32.244672000,K,FB,600,26.95
09:46:32.246570000,D,FB,100,26.94
09:46:32.247364000,D,FB,100,26.94
09:46:33.494900000,T,FB,200,26.96
09:46:33.497327000,P,FB,100,26.97
09:46:33.497623000,N,FB,100,26.965
09:46:33.497722000,T,FB,200,26.97
09:46:33.500815000,P,FB,100,26.97
09:46:33.500934000,P,FB,100,26.97
09:46:33.501073000,K,FB,100,26.97
09:46:33.501122000,T,FB,100,26.97
09:46:33.501175000,K,FB,100,26.97
09:46:33.501198000,T,FB,100,26.97
09:46:33.503590000,D,FB,2400,26.98
09:46:33.518717000,D,FB,1,26.9699
09:46:34.047836000,N,FB,100,26.96
09:46:37.121727000,T,FB,100,26.95
09:46:37.121826000,T,FB,100,26.95
09:46:37.121849000,T,FB,100,26.95
09:46:39.870959000,N,FB,200,26.94
09:46:41.059144000,N,FB,100,26.93
09:46:41.059428000,T,FB,200,26.93
09:46:45.320986000,T,FB,100,26.92
09:46:45.321063000,T,FB,100,26.92
09:46:45.321238000,Z,FB,100,26.92
09:46:45.321353000,Z,FB,100,26.92
09:46:45.321565000,T,FB,100,26.92
09:46:49.368208000,D,FB,1500,26.9258
09:46:56.005530000,N,FB,200,26.93
09:46:56.423534000,D,FB,100,26.93
09:46:56.848501000,P,FB,100,26.93
09:46:56.848571000,N,FB,100,26.93
09:46:56.848904000,T,FB,100,26.93
09:47:03.781086000,T,FB,100,26.93
09:47:03.781142000,T,FB,100,26.93
09:47:04.043488000,N,FB,100,26.93
09:47:13.624072000,Z,FB,100,26.93
09:47:17.696705000,D,FB,100,26.93
09:47:19.002707000,T,FB,200,26.93
09:47:19.003218000,T,FB,100,26.93
09:47:19.005361000,T,FB,100,26.93
09:47:19.688232000,N,FB,209,26.93
09:47:19.688432000,P,FB,100,26.93
09:47:19.688948000,N,FB,200,26.93
09:47:19.689629000,Y,FB,100,26.93
09:47:19.698072000,D,FB,200,26.93
09:47:20.520493000,T,FB,200,26.93
09:47:20.521978000,N,FB,300,26.93
09:47:20.522583000,Y,FB,100,26.93
09:47:20.528898000,D,FB,100,26.93
09:47:20.566381000,D,FB,100,26.93
09:47:25.635179000,N,FB,100,26.93
09:47:26.191602000,N,FB,91,26.93
09:47:27.193800000,N,FB,9,26.93
09:47:30.439732000,P,FB,100,26.94
09:47:30.439885000,T,FB,200,26.94
09:47:30.439929000,Z,FB,100,26.94
09:47:30.439976000,T,FB,100,26.94
09:47:30.440002000,N,FB,100,26.94
09:47:30.440023000,K,FB,100,26.94
09:47:30.453633000,T,FB,100,26.945
09:47:31.136452000,D,FB,600,26.9465
09:47:35.551599000,D,FB,162,26.94
09:47:36.087697000,D,FB,5500,26.9487
09:47:41.409020000,D,FB,2000,26.949
09:47:45.283154000,P,FB,100,26.94
09:47:45.283414000,K,FB,100,26.94
09:47:45.283584000,T,FB,200,26.94
09:47:48.643677000,D,FB,200,26.93
09:47:48.659973000,D,FB,300,26.93
09:47:48.666071000,D,FB,163,26.93
09:47:48.869461000,N,FB,200,26.93
09:47:48.869854000,N,FB,200,26.93
09:47:48.870023000,Y,FB,100,26.93
09:47:48.870108000,N,FB,141,26.93
09:47:48.870212000,B,FB,100,26.93
09:47:48.870237000,N,FB,59,26.93
09:47:48.870384000,Y,FB,100,26.93
09:47:48.870409000,N,FB,191,26.93
09:47:48.870579000,B,FB,100,26.93
09:47:49.629684000,J,FB,100,26.93
09:47:49.873353000,N,FB,400,26.93
09:47:49.874202000,Y,FB,100,26.93
09:47:50.001102000,N,FB,200,26.93
09:47:51.889489000,D,FB,200,26.9361
09:47:52.203161000,K,FB,100,26.94
09:47:52.203483000,P,FB,200,26.94
09:47:52.203616000,T,FB,100,26.94
09:47:52.203718000,T,FB,100,26.94
09:47:52.203750000,T,FB,100,26.94
09:47:52.203772000,T,FB,100,26.94
09:47:52.203818000,T,FB,100,26.94
09:47:52.203842000,T,FB,120,26.94
09:47:52.203867000,T,FB,2,26.94
09:47:52.203909000,T,FB,100,26.94
09:47:53.002696000,T,FB,200,26.94
09:47:55.624269000,D,FB,200,26.94
09:47:58.669536000,D,FB,200,26.9456
09:47:58.719029000,D,FB,100,26.94
09:47:59.896375000,D,FB,100,26.94
09:48:00.060473000,N,FB,400,26.94
09:48:00.060683000,P,FB,100,26.94
09:48:00.060846000,N,FB,600,26.94
09:48:00.061032000,N,FB,200,26.94
09:48:00.061138000,N,FB,400,26.94
09:48:00.061492000,Y,FB,100,26.94
09:48:00.061651000,Y,FB,100,26.94
09:48:00.062208000,Y,FB,100,26.935
09:48:00.063488000,D,FB,200,26.94
09:48:00.214818000,N,FB,200,26.93
09:48:00.215013000,Z,FB,100,26.935
09:48:00.215049000,J,FB,100,26.94
09:48:00.215169000,T,FB,100,26.93
09:48:00.215210000,J,FB,100,26.94
09:48:00.215255000,Z,FB,100,26.93
09:48:00.215275000,T,FB,200,26.93
09:48:00.215308000,J,FB,100,26.94
09:48:00.315026000,K,FB,100,26.94
09:48:00.673847000,D,FB,500,26.9399
09:48:01.064365000,N,FB,1100,26.94
09:48:01.064963000,P,FB,100,26.94
09:48:01.065085000,P,FB,200,26.94
09:48:01.067210000,Z,FB,100,26.94
09:48:01.067562000,T,FB,200,26.94
09:48:01.067610000,K,FB,100,26.94
09:48:01.067637000,N,FB,300,26.94
09:48:01.067666000,T,FB,100,26.94
09:48:01.067687000,T,FB,100,26.94
09:48:01.071138000,K,FB,100,26.94
09:48:01.071193000,K,FB,100,26.94
09:48:01.071240000,Z,FB,100,26.935
09:48:01.071296000,Z,FB,100,26.94
09:48:01.071434000,T,FB,200,26.94
09:48:02.069781000,N,FB,800,26.94
09:48:02.076677000,K,FB,100,26.94
09:48:04.101927000,N,FB,1,26.95
09:48:04.103079000,N,FB,199,26.95
09:48:04.103234000,K,FB,1,26.95
09:48:04.593005000,K,FB,100,26.95
09:48:06.584226000,P,FB,100,26.95
09:48:06.584338000,P,FB,37,26.95
09:48:06.584847000,P,FB,100,26.95
09:48:06.584913000,K,FB,34,26.95
09:48:06.635735000,N,FB,100,26.95
09:48:07.571571000,T,FB,1,26.95
09:48:07.571680000,T,FB,99,26.95
09:48:07.571721000,T,FB,100,26.95
09:48:07.571750000,T,FB,1,26.95
09:48:07.574476000,K,FB,65,26.95
09:48:07.576278000,Y,FB,100,26.96
09:48:07.576356000,Y,FB,35,26.96
09:48:07.580598000,D,FB,444,26.95
09:48:07.924736000,P,FB,200,26.95
09:48:07.925236000,P,FB,163,26.95
09:48:10.467308000,D,FB,25,26.95
09:48:13.369082000,P,FB,100,26.94
09:48:13.369184000,N,FB,500,26.94
09:48:13.369328000,Z,FB,100,26.94
09:48:13.369422000,Z,FB,100,26.94
09:48:13.369491000,Y,FB,100,26.94
09:48:13.369532000,Z,FB,100,26.94
09:48:13.369608000,T,FB,200,26.94
09:48:13.369696000,T,FB,190,26.94
09:48:13.369721000,T,FB,109,26.94
09:48:13.369741000,T,FB,101,26.94
09:48:13.369767000,B,FB,100,26.94
09:48:13.369790000,T,FB,19,26.94
09:48:17.823507000,D,FB,100,26.94
09:48:19.798307000,D,FB,50,26.941
09:48:20.127866000,N,FB,200,26.94
09:48:20.128175000,N,FB,269,26.94
09:48:20.128763000,Y,FB,100,26.94
09:48:20.131388000,Z,FB,100,26.94
09:48:20.131529000,J,FB,100,26.94
09:48:20.131890000,N,FB,100,26.94
09:48:20.142734000,D,FB,100,26.94
09:48:21.130473000,N,FB,200,26.94
09:48:21.131061000,P,FB,100,26.94
09:48:21.137309000,K,FB,100,26.94
09:48:23.931381000,N,FB,200,26.95
09:48:23.932687000,K,FB,100,26.95
09:48:24.912187000,Y,FB,100,26.95
09:48:24.912702000,D,FB,500,26.95
09:48:24.918254000,D,FB,100,26.95
09:48:24.918436000,D,FB,100,26.95
09:48:25.002568000,T,FB,200,26.95
09:48:25.002643000,T,FB,100,26.95
09:48:25.003790000,J,FB,400,26.95
09:48:25.004613000,T,FB,100,26.95
09:48:25.540794000,Z,FB,100,26.96
09:48:25.837152000,N,FB,100,26.95
09:48:25.951906000,N,FB,100,26.95
09:48:25.952277000,N,FB,100,26.95
09:48:25.952512000,Y,FB,100,26.95
09:48:25.952824000,Y,FB,100,26.95
09:48:25.953086000,B,FB,100,26.95
09:48:26.955127000,T,FB,100,26.95
09:48:27.198692000,N,FB,200,26.95
09:48:27.199137000,N,FB,100,26.95
09:48:27.199284000,Y,FB,100,26.95
09:48:27.199795000,Y,FB,100,26.95
09:48:27.199862000,N,FB,100,26.95
09:48:27.199924000,B,FB,100,26.95
09:48:27.200349000,B,FB,100,26.95
09:48:27.216535000,T,FB,83,26.95
09:48:27.225313000,D,FB,400,26.95
09:48:31.849261000,D,FB,3000,26.95
09:48:42.754903000,N,FB,100,26.96
09:48:42.895161000,N,FB,100,26.96
09:48:42.895196000,T,FB,200,26.96
09:48:42.895265000,N,FB,100,26.96
09:48:44.892739000,N,FB,100,26.97
09:48:44.893068000,N,FB,300,26.97
09:48:45.467661000,D,FB,1,26.9659
09:48:54.044328000,D,FB,19,26.9635
09:49:04.219009000,N,FB,1,26.97
09:49:04.247651000,N,FB,99,26.97
09:49:04.247708000,T,FB,1,26.97
09:49:04.248304000,K,FB,100,26.97
09:49:04.248439000,T,FB,99,26.97
09:49:04.248514000,T,FB,150,26.97
09:49:04.250393000,D,FB,100,26.97
09:49:07.190742000,B,FB,100,26.97
09:49:07.190859000,N,FB,200,26.97
09:49:07.214671000,D,FB,100,26.97
09:49:07.214809000,D,FB,100,26.97
09:49:07.214833000,D,FB,100,26.97
09:49:07.219895000,N,FB,1100,26.97
09:49:07.219978000,P,FB,100,26.97
09:49:07.220029000,Z,FB,200,26.97
09:49:07.220108000,P,FB,100,26.97
09:49:07.220134000,Z,FB,100,26.97
09:49:07.220158000,Z,FB,100,26.97
09:49:07.220183000,Z,FB,100,26.97
09:49:07.220207000,K,FB,200,26.97
09:49:07.220830000,T,FB,100,26.97
09:49:07.220900000,T,FB,186,26.97
09:49:13.201535000,Z,FB,100,26.98
09:49:13.201688000,N,FB,100,26.98
09:49:13.201717000,K,FB,100,26.98
09:49:13.201786000,N,FB,100,26.98
09:49:13.201810000,Z,FB,100,26.98
09:49:13.201867000,T,FB,100,26.98
09:49:13.201957000,T,FB,200,26.98
09:49:18.880492000,D,FB,100,26.985
09:49:21.022662000,Y,FB,100,26.98
09:49:21.022748000,Y,FB,100,26.98
09:49:21.739733000,P,FB,100,26.98
09:49:21.740044000,K,FB,100,26.98
09:49:21.740194000,N,FB,186,26.98
09:49:22.810825000,D,FB,100,26.97
09:49:22.811369000,P,FB,100,26.97
09:49:22.811470000,P,FB,100,26.97
09:49:22.811494000,P,FB,100,26.97
09:49:22.811894000,K,FB,100,26.97
09:49:22.811995000,T,FB,100,26.97
09:49:22.812090000,T,FB,100,26.97
09:49:23.355895000,D,FB,2000,26.9696
09:49:26.438354000,Z,FB,100,26.96
09:49:26.447771000,D,FB,200,26.96
09:49:28.741820000,D,FB,100,26.955
09:49:29.630186000,T,FB,100,26.96
09:49:33.323277000,N,FB,100,26.955
09:49:33.324095000,N,FB,100,26.955
09:49:33.325343000,T,FB,100,26.96
09:49:33.327837000,D,FB,30,26.951
09:49:34.202385000,N,FB,802,26.96
09:49:34.202461000,P,FB,100,26.96
09:49:34.202501000,K,FB,100,26.96
09:49:34.202589000,K,FB,100,26.96
09:49:34.202659000,Z,FB,200,26.96
09:49:34.202797000,T,FB,100,26.96
09:49:34.202892000,T,FB,100,26.96
09:49:41.414467000,T,FB,200,26.97
09:49:41.414548000,T,FB,100,26.97
09:49:41.415063000,N,FB,100,26.97
09:49:41.415855000,K,FB,100,26.97
09:49:47.630496000,P,FB,100,26.97
09:49:47.630582000,P,FB,100,26.97
09:49:47.630648000,N,FB,100,26.97
09:49:47.630921000,Z,FB,100,26.97
09:49:47.630974000,K,FB,100,26.97
09:49:47.631003000,T,FB,100,26.97
09:49:56.302179000,N,FB,200,26.96
09:49:56.800492000,D,FB,100,26.96
09:49:57.456483000,T,FB,49,26.96
09:49:57.639691000,T,FB,100,26.96
09:49:58.902389000,T,FB,100,26.96
09:50:00.245480000,D,FB,333,26.97
09:50:03.420492000,D,FB,100,26.96
09:50:04.421658000,Y,FB,100,26.97
09:50:04.421956000,J,FB,100,26.97
09:50:04.422015000,N,FB,100,26.97
09:50:04.422841000,N,FB,207,26.97
09:50:07.054867000,N,FB,300,26.98
09:50:07.055016000,K,FB,100,26.98
09:50:07.184075000,D,FB,200,26.99
09:50:07.630355000,B,FB,1,26.98
09:50:07.630776000,B,FB,99,26.98
09:50:08.255076000,Y,FB,100,26.97
09:50:08.255193000,N,FB,200,26.97
09:50:08.315747000,T,FB,100,26.97
09:50:08.315808000,T,FB,100,26.97
09:50:13.111949000,P,FB,100,26.96
09:50:17.409021000,T,FB,200,26.955
09:50:17.409078000,T,FB,100,26.955
09:50:17.413850000,D,FB,100,26.955
09:50:17.414949000,D,FB,100,26.96
09:50:17.415231000,D,FB,100,26.96
09:50:17.415365000,D,FB,100,26.96
09:50:17.416677000,Y,FB,100,26.96
09:50:17.416744000,N,FB,200,26.96
09:50:17.418055000,T,FB,100,26.96
09:50:26.586055000,N,FB,400,26.97
09:50:26.586092000,Y,FB,100,26.97
09:50:27.629763000,T,FB,100,26.97
09:50:36.026316000,N,FB,100,26.97
09:50:37.636339000,N,FB,236,26.97
09:50:37.636992000,P,FB,100,26.97
09:50:37.637168000,N,FB,164,26.97
09:50:44.623811000,Y,FB,100,26.99
09:50:44.637933000,D,FB,200,26.9889
09:50:44.642273000,D,FB,198,26.9889
09:50:45.969468000,D,FB,100,26.9857
09:50:45.976214000,D,FB,100,26.99
09:50:47.952660000,D,FB,340,26.985
09:50:52.180955000,D,FB,1000,26.98
09:50:55.944678000,N,FB,100,26.99
09:50:55.945057000,K,FB,250,26.99
09:50:55.945370000,T,FB,200,26.99
09:50:55.945447000,T,FB,236,26.99
09:50:55.945483000,T,FB,100,26.99
09:50:55.945546000,T,FB,554,26.99
09:50:55.946699000,D,FB,100,26.99
09:51:02.426347000,P,FB,100,26.99
09:51:02.426601000,K,FB,100,26.99
09:51:03.796552000,D,FB,400,26.98
09:51:05.980841000,D,FB,16,26.9853
09:51:09.607681000,D,FB,244,26.99
09:51:15.419090000,N,FB,700,26.98
09:51:15.420051000,N,FB,100,26.98
09:51:15.420091000,Y,FB,100,26.98
09:51:15.420169000,N,FB,100,26.98
09:51:15.420215000,J,FB,100,26.98
09:51:15.420318000,T,FB,100,26.98
09:51:15.420403000,T,FB,64,26.98
09:51:15.420426000,T,FB,10,26.98
09:51:15.420472000,B,FB,100,26.98
09:51:15.420518000,T,FB,35,26.98
09:51:15.420551000,B,FB,100,26.98
09:51:15.420574000,N,FB,400,26.98
09:51:15.420756000,Y,FB,100,26.98
09:51:15.441781000,D,FB,800,26.98
09:51:19.150376000,D,FB,1500,26.98
09:51:20.345362000,B,FB,2,26.99
09:51:20.345865000,B,FB,98,26.99
09:51:20.345934000,Y,FB,100,26.99
09:51:20.614124000,N,FB,100,26.99
09:51:22.669691000,D,FB,49,26.9849
09:51:26.422701000,Z,FB,100,26.99
09:51:26.422733000,P,FB,100,26.99
09:51:26.422787000,Z,FB,100,26.99
09:51:26.422968000,P,FB,100,26.99
09:51:26.423158000,K,FB,100,26.99
09:51:26.423191000,P,FB,700,26.99
09:51:26.423214000,Z,FB,600,26.99
09:51:26.423235000,J,FB,100,26.99
09:51:26.423257000,K,FB,400,26.99
09:51:26.423289000,Z,FB,100,26.99
09:51:26.423318000,Z,FB,100,26.99
09:51:26.423340000,P,FB,100,26.99
09:51:26.423364000,P,FB,100,26.99
09:51:26.423388000,Y,FB,100,26.99
09:51:26.423409000,Y,FB,100,26.99
09:51:26.423432000,B,FB,100,26.99
09:51:26.423453000,K,FB,100,26.99
09:51:26.423485000,Y,FB,100,26.99
09:51:26.528671000,K,FB,200,26.99
09:51:36.661223000,D,FB,370,26.986
09:51:37.812152000,Z,FB,100,26.99
09:51:40.803843000,N,FB,511,26.99
09:51:40.804178000,D,FB,100,26.98
09:51:42.734979000,K,FB,100,26.99
09:51:42.735077000,T,FB,200,26.99
09:51:42.735166000,T,FB,300,26.99
09:51:42.735190000,T,FB,200,26.99
09:51:42.735215000,T,FB,100,26.99
09:51:42.735282000,N,FB,114,26.99
09:51:42.903063000,D,FB,100,26.99
09:51:48.602741000,N,FB,200,26.99
09:51:48.602921000,K,FB,100,26.99
09:51:48.603005000,K,FB,100,26.99
09:51:48.603077000,B,FB,100,26.99
09:51:48.603117000,T,FB,100,26.99
09:51:48.603203000,T,FB,100,26.99
09:51:54.588001000,N,FB,1200,26.99
09:51:54.588446000,N,FB,200,26.99
09:51:54.635110000,N,FB,100,26.99
09:51:55.722938000,T,FB,200,26.99
09:51:55.723026000,T,FB,100,26.995
09:51:57.602240000,D,FB,100,26.99
09:51:59.752215000,D,FB,100,26.99
09:52:00.006184000,D,FB,46,27
09:52:03.449918000,D,FB,41,27
09:52:04.586043000,T,FB,100,26.99
09:52:05.440550000,N,FB,500,26.99
09:52:05.440945000,N,FB,1,26.99
09:52:05.608465000,N,FB,100,26.985
09:52:06.442616000,N,FB,1100,26.99
09:52:06.443327000,J,FB,100,26.99
09:52:07.128395000,D,FB,51,26.995
09:52:07.131200000,D,FB,51,27
09:52:09.761179000,D,FB,100,26.99
09:52:11.566220000,D,FB,2000,26.9999
09:52:11.567830000,D,FB,949,27
09:52:11.814963000,D,FB,2000,26.9942
09:52:13.913949000,T,FB,100,26.99
09:52:13.914065000,K,FB,100,26.99
09:52:13.914091000,P,FB,100,26.99
09:52:13.939425000,P,FB,78,26.98
09:52:13.939514000,P,FB,22,26.98
09:52:13.939608000,T,FB,200,26.98
09:52:13.939675000,B,FB,100,26.98
09:52:14.710678000,D,FB,2000,26.9899
09:52:15.780876000,T,FB,100,26.98
09:52:16.868575000,D,FB,100,26.98
09:52:18.805455000,T,FB,538,26.98
09:52:18.820045000,N,FB,1300,26.99
09:52:18.820144000,K,FB,162,26.99
09:52:18.820195000,Z,FB,400,26.99
09:52:18.820274000,Z,FB,100,26.99
09:52:18.820297000,Z,FB,300,26.99
09:52:18.820855000,K,FB,200,26.99
09:52:21.629485000,Z,FB,100,26.99
09:52:22.314848000,Z,FB,100,26.99
09:52:27.533786000,D,FB,500,26.98
09:52:30.891065000,N,FB,200,26.98
09:52:30.891816000,Y,FB,100,26.98
09:52:30.891914000,Y,FB,100,26.98
09:52:30.891963000,N,FB,200,26.98
09:52:30.902000000,D,FB,600,26.98
09:52:33.443223000,N,FB,1400,26.98
09:52:33.443484000,K,FB,100,26.98
09:52:33.443705000,P,FB,78,26.98
09:52:33.443773000,N,FB,115,26.98
09:52:33.445526000,D,FB,100,26.98
09:52:34.445268000,N,FB,400,26.98
09:52:35.351217000,D,FB,900,26.9899
09:52:36.005262000,T,FB,200,26.98
09:52:36.014748000,D,FB,100,26.99
09:52:36.014836000,D,FB,100,26.99
09:52:36.020072000,N,FB,600,26.99
09:52:36.020111000,P,FB,100,26.99
09:52:36.020216000,P,FB,29,26.99
09:52:36.020482000,X,FB,500,26.99
09:52:36.020542000,K,FB,100,26.99
09:52:36.020601000,T,FB,300,26.99
09:52:36.020666000,T,FB,200,26.99
09:52:36.020688000,Z,FB,100,26.99
09:52:36.020763000,Z,FB,200,26.99
09:52:36.020870000,D,FB,100,26.99
09:52:37.574960000,N,FB,100,26.995
09:52:37.577486000,N,FB,200,27
09:52:41.433916000,D,FB,400,27
09:52:41.768559000,D,FB,200,27
09:52:41.771703000,B,FB,100,27
09:52:41.771756000,Y,FB,100,27
09:52:41.773950000,N,FB,2100,27
09:52:41.774017000,P,FB,100,27
09:52:41.774048000,K,FB,109,27
09:52:41.774106000,P,FB,900,27
09:52:41.774133000,Z,FB,800,27
09:52:41.774228000,K,FB,891,27
09:52:41.774331000,K,FB,33,27
09:52:41.774359000,K,FB,1400,27
09:52:41.774384000,K,FB,99,27
09:52:41.774404000,T,FB,1,27
09:52:41.774491000,T,FB,1000,27
09:52:41.774519000,T,FB,800,27
09:52:41.774540000,T,FB,100,27
09:52:41.774565000,T,FB,200,27
09:52:41.774588000,T,FB,100,27
09:52:41.774612000,T,FB,100,27
09:52:41.774637000,T,FB,100,27
09:52:41.774671000,D,FB,191,27
09:52:41.774761000,T,FB,100,27
09:52:41.774846000,Z,FB,100,27.01
09:52:41.774875000,K,FB,200,27.01
09:52:41.774895000,T,FB,100,27
09:52:41.774981000,T,FB,99,27
09:52:41.775085000,T,FB,1,27
09:52:41.775107000,T,FB,99,27
09:52:41.775132000,T,FB,1,27
09:52:41.775179000,T,FB,400,27
09:52:41.775369000,T,FB,257,27
09:52:41.775582000,Z,FB,100,27.01
09:52:41.775613000,D,FB,300,27
09:52:41.775862000,T,FB,100,27
09:52:41.776067000,T,FB,100,27
09:52:41.776068000,D,FB,400,27
09:52:41.778802000,N,FB,35,27.01
09:52:41.781472000,Y,FB,100,27.005
09:52:41.781472000,V,FB,100,27
09:52:41.781579000,V,FB,100,27
09:52:41.781579000,V,FB,400,27
09:52:41.782188000,D,FB,400,27
09:52:41.782189000,D,FB,100,27
09:52:41.782292000,Y,FB,100,27
09:52:41.782292000,D,FB,100,27
09:52:41.782318000,D,FB,300,27
09:52:41.782318000,D,FB,200,27
09:52:41.783944000,D,FB,100,27
09:52:41.783944000,D,FB,100,27
09:52:41.784092000,D,FB,400,27
09:52:41.784226000,D,FB,100,27
09:52:41.786594000,D,FB,300,27
09:52:41.787105000,Z,FB,200,27
