symbol,date,time,bid,ofr,bidsiz,ofrsiz,mode,ex,mmid
A,2022.02.20,9:39:21,38.26,38.34,1,1,12,'I',null
A,2022.02.20,9:39:21,38.26,38.33,1,1,12,'P',null
A,2022.02.20,9:39:21,38.26,38.35,1,1,12,'I',null
A,2022.02.20,9:39:21,38.27,38.35,1,1,12,'I',null
A,2022.02.20,9:39:21,38.27,38.33,2,1,12,'T',null
A,2022.02.20,9:39:21,38.27,38.33,1,1,12,'P',null
A,2022.02.20,9:39:21,38.28,38.35,1,1,12,'I',null
A,2022.02.20,9:39:21,38.28,38.33,1,1,12,'T',null
A,2022.02.20,9:39:21,38.28,38.33,1,1,12,'P',null
A,2022.02.20,9:39:21,38.3,38.34,9,1,12,'N',null
A,2022.02.20,9:39:22,38.3,38.35,9,1,12,'N',null
A,2022.02.20,9:39:22,38.3,38.33,2,1,12,'T',null
A,2022.02.20,9:39:22,38.28,38.36,1,1,12,'I',null
A,2022.02.20,9:39:23,38.3,38.36,16,1,12,'N',null
A,2022.02.20,9:39:25,38.28,38.33,1,1,12,'T',null
A,2022.02.20,9:39:26,38.3,38.36,17,1,12,'N',null
A,2022.02.20,9:39:27,38.28,38.35,1,1,12,'I',null
A,2022.02.20,9:39:27,38.3,38.36,18,1,12,'N',null
A,2022.02.20,9:39:27,38.3,38.36,19,1,12,'N',null
A,2022.02.20,9:39:27,38.3,38.35,19,1,12,'N',null
A,2022.02.20,9:39:28,38.31,38.33,1,1,12,'T',null
A,2022.02.20,9:39:28,38.28,38.35,1,1,12,'P',null
A,2022.02.20,9:39:28,38.28,38.36,1,1,12,'P',null
A,2022.02.20,9:39:28,38.28,38.35,1,1,12,'P',null
A,2022.02.20,9:39:28,38.3,38.35,17,1,12,'N',null
A,2022.02.20,9:39:28,38.3,38.35,10,1,12,'N',null
A,2022.02.20,9:39:29,38.3,38.35,9,1,12,'N',null
A,2022.02.20,9:39:30,38.3,38.35,10,1,12,'N',null
A,2022.02.20,9:39:31,38.3,38.35,9,1,12,'N',null
A,2022.02.20,9:39:32,38.3,38.34,9,5,12,'N',null
A,2022.02.20,9:39:33,38.3,38.34,10,5,12,'N',null
A,2022.02.20,9:39:33,38.28,38.33,1,1,12,'T',null
A,2022.02.20,9:39:33,38.28,38.33,1,1,12,'P',null
A,2022.02.20,9:39:33,38.27,38.33,2,1,12,'T',null
A,2022.02.20,9:39:33,38.27,38.35,1,1,12,'I',null
A,2022.02.20,9:39:33,38.27,38.34,1,1,12,'I',null
A,2022.02.20,9:39:33,38.27,38.33,1,1,12,'P',null
A,2022.02.20,9:39:33,38.31,38.34,1,5,12,'N',null
A,2022.02.20,9:39:34,38.31,38.34,1,6,12,'N',null
A,2022.02.20,9:39:34,38.3,38.34,17,6,12,'N',null
A,2022.02.20,9:39:34,38.3,38.33,1,1,12,'T',null
A,2022.02.20,9:39:34,38.27,38.35,1,1,12,'I',null
A,2022.02.20,9:39:34,38.27,38.33,2,1,12,'T',null
A,2022.02.20,9:39:34,38.27,38.34,1,1,12,'I',null
A,2022.02.20,9:39:34,38.3,38.34,17,5,12,'N',null
A,2022.02.20,9:39:34,38.28,38.33,1,1,12,'T',null
A,2022.02.20,9:39:34,38.28,38.33,1,1,12,'P',null
A,2022.02.20,9:39:34,38.28,38.34,1,1,12,'I',null
A,2022.02.20,9:39:34,38.28,38.35,1,1,12,'I',null
A,2022.02.20,9:39:34,38.3,38.34,17,5,12,'N',null
A,2022.02.20,9:39:35,38.3,38.34,17,6,12,'N',null
A,2022.02.20,9:39:35,38.3,38.34,17,5,12,'N',null
A,2022.02.20,9:39:36,38.3,38.34,18,5,12,'N',null
A,2022.02.20,9:39:36,38.3,38.34,19,5,12,'N',null
A,2022.02.20,9:39:36,38.3,38.33,1,1,12,'T',null
A,2022.02.20,9:39:37,38.3,38.34,18,5,12,'N',null
A,2022.02.20,9:39:38,38.3,38.34,19,5,12,'N',null
A,2022.02.20,9:39:39,38.28,38.33,1,1,12,'T',null
A,2022.02.20,9:39:39,38.27,38.33,2,1,12,'T',null
A,2022.02.20,9:39:39,38.31,38.33,1,1,12,'T',null
A,2022.02.20,9:39:39,38.27,38.35,1,1,12,'I',null
A,2022.02.20,9:39:39,38.27,38.34,1,1,12,'I',null
A,2022.02.20,9:39:39,38.27,38.33,1,1,12,'P',null
A,2022.02.20,9:39:39,38.28,38.33,1,1,12,'P',null
A,2022.02.20,9:39:39,38.31,38.34,1,5,12,'N',null
A,2022.02.20,9:39:39,38.31,38.34,1,6,12,'N',null
A,2022.02.20,9:39:39,38.31,38.34,1,20,12,'T',null
A,2022.02.20,9:39:39,38.31,38.34,2,6,12,'N',null
A,2022.02.20,9:39:39,38.28,38.34,1,1,12,'P',null
A,2022.02.20,9:39:40,38.27,38.34,2,20,12,'T',null
A,2022.02.20,9:39:40,38.27,38.34,1,1,12,'P',null
A,2022.02.20,9:39:40,38.27,38.34,2,11,12,'T',null
A,2022.02.20,9:39:40,38.27,38.35,1,1,12,'I',null
A,2022.02.20,9:39:40,38.27,38.34,2,6,12,'T',null
A,2022.02.20,9:39:40,38.31,38.34,1,6,12,'N',null
A,2022.02.20,9:39:40,38.33,38.34,1,1,12,'N',null
A,2022.02.20,9:39:40,38.27,38.34,2,1,12,'T',null
A,2022.02.20,9:39:41,38.27,38.34,2,2,12,'T',null
A,2022.02.20,9:39:41,38.33,38.34,1,2,12,'N',null
A,2022.02.20,9:39:42,38.33,38.34,1,2,12,'T',null
A,2022.02.20,9:39:42,38.27,38.34,2,2,12,'T',null
A,2022.02.20,9:39:42,38.27,38.34,1,1,12,'P',null
A,2022.02.20,9:39:42,38.28,38.35,1,1,12,'P',null
A,2022.02.20,9:39:42,38.27,38.34,2,1,12,'T',null
A,2022.02.20,9:39:42,38.28,38.34,1,1,12,'T',null
A,2022.02.20,9:39:42,38.28,38.35,1,1,12,'I',null
A,2022.02.20,9:39:42,38.28,38.36,1,1,12,'P',null
A,2022.02.20,9:39:42,38.29,38.34,1,1,12,'T',null
A,2022.02.20,9:39:42,38.29,38.36,1,1,12,'P',null
A,2022.02.20,9:39:42,38.28,38.36,1,1,12,'I',null
A,2022.02.20,9:39:42,38.29,38.36,1,1,12,'I',null
A,2022.02.20,9:39:42,38.3,38.34,1,1,12,'T',null
A,2022.02.20,9:39:42,38.29,38.37,1,1,12,'I',null
A,2022.02.20,9:39:42,38.3,38.37,1,1,12,'I',null
A,2022.02.20,9:39:42,38.3,38.38,1,1,12,'I',null
A,2022.02.20,9:39:42,38.3,38.37,1,1,12,'P',null
A,2022.02.20,9:39:42,38.3,38.38,1,1,12,'P',null
A,2022.02.20,9:39:42,38.31,38.37,1,1,12,'P',null
A,2022.02.20,9:39:42,38.31,38.38,1,1,12,'I',null
A,2022.02.20,9:39:42,38.31,38.34,1,1,12,'T',null
A,2022.02.20,9:39:42,38.33,38.34,1,1,12,'N',null
A,2022.02.20,9:39:42,38.31,38.34,4,1,12,'N',null
A,2022.02.20,9:39:43,38.31,38.34,5,1,12,'N',null
A,2022.02.20,9:39:43,38.31,38.34,6,1,12,'N',null
A,2022.02.20,9:39:44,38.31,38.34,9,1,12,'N',null
A,2022.02.20,9:39:45,38.33,38.34,1,1,12,'N',null
A,2022.02.20,9:39:45,38.33,38.34,2,1,12,'N',null
A,2022.02.20,9:39:48,38.3,38.38,1,1,12,'I',null
A,2022.02.20,9:39:48,38.3,38.34,1,1,12,'T',null
A,2022.02.20,9:39:48,38.3,38.37,1,1,12,'P',null
A,2022.02.20,9:39:48,38.3,38.37,1,2,12,'P',null
A,2022.02.20,9:39:48,38.3,38.37,1,1,12,'I',null
A,2022.02.20,9:39:52,38.33,38.34,3,1,12,'N',null
A,2022.02.20,9:39:53,38.3,38.37,1,1,12,'P',null
A,2022.02.20,9:39:54,37.47,38.37,20,1,12,'I',null
A,2022.02.20,9:39:54,38.29,38.37,1,1,12,'I',null
A,2022.02.20,9:39:54,38.29,38.36,1,2,12,'P',null
A,2022.02.20,9:39:54,38.29,38.34,1,1,12,'T',null
A,2022.02.20,9:39:54,38.29,38.36,1,1,12,'I',null
A,2022.02.20,9:39:54,38.33,38.34,4,1,12,'N',null
A,2022.02.20,9:39:54,38.33,38.34,1,1,12,'N',null
A,2022.02.20,9:39:54,38.31,38.34,4,1,12,'N',null
A,2022.02.20,9:39:54,38.29,38.34,1,2,12,'P',null
A,2022.02.20,9:39:55,38.31,38.34,4,1,12,'N',null
A,2022.02.20,9:39:56,38.31,38.34,6,1,12,'N',null
A,2022.02.20,9:39:57,38.31,38.34,6,5,12,'N',null
A,2022.02.20,9:39:59,38.28,38.34,1,1,12,'T',null
A,2022.02.20,9:39:59,38.33,38.34,1,5,12,'N',null
A,2022.02.20,9:39:59,38.28,38.34,1,2,12,'P',null
A,2022.02.20,9:39:59,38.29,38.35,1,1,12,'I',null
A,2022.02.20,9:39:59,37.47,38.35,20,1,12,'I',null
A,2022.02.20,9:39:59,38.28,38.35,1,1,12,'I',null
A,2022.02.20,9:39:59,38.28,38.35,1,1,12,'P',null
A,2022.02.20,9:40:00,38.31,38.33,6,1,12,'N',null
A,2022.02.20,9:40:00,38.28,38.35,1,9,12,'T',null
A,2022.02.20,9:40:00,38.28,38.33,1,1,12,'T',null
A,2022.02.20,9:40:00,38.28,38.35,1,9,12,'T',null
A,2022.02.20,9:40:00,38.28,38.33,1,1,12,'T',null
A,2022.02.20,9:40:00,38.31,38.33,1,1,12,'T',null
A,2022.02.20,9:40:00,38.31,38.33,6,1,12,'N',null
A,2022.02.20,9:40:00,38.29,38.35,1,1,12,'I',null
A,2022.02.20,9:40:00,38.29,38.36,1,1,12,'I',null
A,2022.02.20,9:40:00,38.29,38.35,2,1,12,'P',null
A,2022.02.20,9:40:00,38.29,38.33,1,1,12,'T',null
A,2022.02.20,9:40:00,38.29,38.35,1,1,12,'P',null
A,2022.02.20,9:40:01,38.32,38.33,1,1,12,'N',null
A,2022.02.20,9:40:03,38.29,38.33,1,2,12,'T',null
A,2022.02.20,9:40:04,38.29,38.35,1,1,12,'I',null
A,2022.02.20,9:40:04,38.29,38.35,1,2,12,'P',null
A,2022.02.20,9:40:04,38.32,38.34,1,5,12,'N',null
A,2022.02.20,9:40:04,38.28,38.33,1,2,12,'T',null
A,2022.02.20,9:40:04,38.28,38.35,1,2,12,'P',null
A,2022.02.20,9:40:04,38.28,38.35,1,1,12,'I',null
A,2022.02.20,9:40:05,38.28,38.34,1,1,12,'T',null
A,2022.02.20,9:40:05,38.28,38.35,1,1,12,'P',null
A,2022.02.20,9:40:06,38.28,38.34,1,2,12,'P',null
A,2022.02.20,9:40:06,38.28,38.35,1,1,12,'P',null
A,2022.02.20,9:40:06,38.33,38.34,2,5,12,'N',null
A,2022.02.20,9:40:07,38.28,38.34,1,3,12,'T',null
A,2022.02.20,9:40:07,38.33,38.34,4,5,12,'N',null
A,2022.02.20,9:40:07,38.29,38.34,1,3,12,'T',null
A,2022.02.20,9:40:07,38.33,38.34,4,6,12,'N',null
A,2022.02.20,9:40:07,38.29,38.35,1,1,12,'I',null
A,2022.02.20,9:40:07,38.29,38.36,1,1,12,'I',null
A,2022.02.20,9:40:07,38.29,38.36,1,1,12,'P',null
A,2022.02.20,9:40:08,38.33,38.34,4,9,12,'N',null
A,2022.02.20,9:40:08,38.33,38.34,5,9,12,'N',null
A,2022.02.20,9:40:09,38.3,38.34,1,3,12,'T',null
A,2022.02.20,9:40:09,38.3,38.36,1,1,12,'P',null
A,2022.02.20,9:40:09,38.3,38.37,1,1,12,'P',null
A,2022.02.20,9:40:09,38.3,38.36,1,1,12,'I',null
A,2022.02.20,9:40:09,38.3,38.37,1,1,12,'I',null
A,2022.02.20,9:40:09,38.33,38.34,7,9,12,'N',null
A,2022.02.20,9:40:09,38.33,38.34,8,9,12,'N',null
A,2022.02.20,9:40:10,38.33,38.34,11,9,12,'N',null
A,2022.02.20,9:40:11,38.33,38.34,14,9,12,'N',null
A,2022.02.20,9:40:12,38.31,38.38,1,1,12,'I',null
A,2022.02.20,9:40:12,38.31,38.34,1,3,12,'T',null
A,2022.02.20,9:40:12,38.31,38.36,1,3,12,'P',null
A,2022.02.20,9:40:12,38.33,38.34,13,9,12,'N',null
A,2022.02.20,9:40:12,38.31,38.35,1,8,12,'T',null
A,2022.02.20,9:40:12,38.31,38.38,1,1,12,'P',null
A,2022.02.20,9:40:12,38.31,38.34,1,1,12,'T',null
A,2022.02.20,9:40:12,38.31,38.37,1,9,12,'P',null
A,2022.02.20,9:40:12,38.33,38.36,13,8,12,'N',null
A,2022.02.20,9:40:13,38.33,38.34,1,1,12,'T',null
A,2022.02.20,9:40:13,38.33,38.35,1,8,12,'T',null
A,2022.02.20,9:40:13,38.33,38.34,1,1,12,'T',null
A,2022.02.20,9:40:13,38.32,38.38,1,1,12,'P',null
A,2022.02.20,9:40:13,38.32,38.38,1,1,12,'I',null
A,2022.02.20,9:40:14,38.33,38.35,1,8,12,'T',null
A,2022.02.20,9:40:14,38.33,38.36,12,8,12,'N',null
A,2022.02.20,9:40:15,38.33,38.38,1,9,12,'T',null
A,2022.02.20,9:40:15,38.33,38.38,1,8,12,'T',null
A,2022.02.20,9:40:15,38.32,38.39,1,1,12,'I',null
A,2022.02.20,9:40:15,38.32,38.39,1,1,12,'P',null
A,2022.02.20,9:40:15,38.33,38.38,2,8,12,'T',null
A,2022.02.20,9:40:15,38.32,38.4,1,1,12,'I',null
A,2022.02.20,9:40:15,38.33,38.4,1,1,12,'I',null
A,2022.02.20,9:40:15,38.33,38.4,1,1,12,'P',null
A,2022.02.20,9:40:15,38.33,38.39,12,9,12,'N',null
A,2022.02.20,9:40:16,38.33,38.39,13,8,12,'N',null
A,2022.02.20,9:40:16,38.34,38.38,1,8,12,'T',null
A,2022.02.20,9:40:16,38.35,38.38,1,8,12,'T',null
A,2022.02.20,9:40:16,38.34,38.4,1,1,12,'I',null
A,2022.02.20,9:40:16,38.34,38.41,1,1,12,'I',null
A,2022.02.20,9:40:16,38.35,38.41,1,1,12,'I',null
A,2022.02.20,9:40:16,38.35,38.41,1,1,12,'P',null
A,2022.02.20,9:40:16,38.35,38.4,1,4,12,'P',null
A,2022.02.20,9:40:16,38.37,38.39,10,8,12,'N',null
A,2022.02.20,9:40:16,38.35,38.38,1,7,12,'T',null
A,2022.02.20,9:40:17,38.35,38.42,1,1,12,'T',null
A,2022.02.20,9:40:17,38.35,38.42,1,1,12,'I',null
A,2022.02.20,9:40:17,38.36,38.42,1,1,12,'T',null
A,2022.02.20,9:40:17,38.35,38.42,1,1,12,'P',null
A,2022.02.20,9:40:17,38.36,38.42,1,1,12,'P',null
A,2022.02.20,9:40:17,38.36,38.42,1,1,12,'I',null
A,2022.02.20,9:40:18,38.37,38.42,1,1,12,'I',null
A,2022.02.20,9:40:18,38.37,38.44,1,1,12,'I',null
A,2022.02.20,9:40:18,38.36,38.44,1,1,12,'T',null
A,2022.02.20,9:40:18,38.37,38.44,1,1,12,'T',null
A,2022.02.20,9:40:18,38.37,38.45,1,1,12,'T',null
A,2022.02.20,9:40:18,38.38,38.45,1,1,12,'T',null
A,2022.02.20,9:40:18,38.38,38.44,1,1,12,'I',null
A,2022.02.20,9:40:18,38.38,38.45,1,1,12,'I',null
A,2022.02.20,9:40:18,38.38,38.45,2,1,12,'I',null
A,2022.02.20,9:40:18,38.38,38.44,1,1,12,'P',null
A,2022.02.20,9:40:18,38.38,38.45,1,1,12,'P',null
A,2022.02.20,9:40:18,38.38,38.45,2,1,12,'T',null
A,2022.02.20,9:40:18,38.37,38.42,10,1,12,'N',null
A,2022.02.20,9:40:18,38.38,38.45,1,1,12,'I',null
A,2022.02.20,9:40:18,38.39,38.45,1,1,12,'T',null
A,2022.02.20,9:40:18,38.38,38.44,1,14,12,'T',null
A,2022.02.20,9:40:18,38.37,38.43,10,1,12,'N',null
A,2022.02.20,9:40:18,38.38,38.45,1,1,12,'T',null
A,2022.02.20,9:40:18,38.39,38.45,1,1,12,'T',null
A,2022.02.20,9:40:18,38.39,38.45,1,1,12,'P',null
A,2022.02.20,9:40:18,38.39,38.45,1,5,12,'T',null
A,2022.02.20,9:40:18,38.39,38.45,1,1,12,'I',null
A,2022.02.20,9:40:18,38.37,38.44,11,12,12,'N',null
A,2022.02.20,9:40:18,38.42,38.44,10,12,12,'N',null
A,2022.02.20,9:40:18,38.39,38.44,1,2,12,'T',null
A,2022.02.20,9:40:19,38.38,38.45,1,1,12,'P',null
A,2022.02.20,9:40:19,38.39,38.43,1,2,12,'T',null
A,2022.02.20,9:40:19,38.38,38.43,1,2,12,'T',null
A,2022.02.20,9:40:19,38.38,38.45,1,1,12,'I',null
A,2022.02.20,9:40:19,38.4,38.44,1,12,12,'N',null
A,2022.02.20,9:40:19,38.38,38.43,1,1,12,'P',null
A,2022.02.20,9:40:20,38.38,38.42,1,1,12,'T',null
A,2022.02.20,9:40:20,38.4,38.43,1,1,12,'N',null
A,2022.02.20,9:40:21,38.38,38.42,1,1,12,'P',null
A,2022.02.20,9:40:23,38.4,38.43,37,1,12,'N',null
A,2022.02.20,9:40:23,38.4,38.42,2,1,12,'P',null
A,2022.02.20,9:40:25,38.39,38.42,1,1,12,'T',null
A,2022.02.20,9:40:25,38.39,38.45,1,1,12,'I',null
A,2022.02.20,9:40:25,38.39,38.46,1,1,12,'I',null
A,2022.02.20,9:40:25,38.4,38.43,72,1,12,'N',null
A,2022.02.20,9:40:25,38.4,38.42,1,1,12,'T',null
A,2022.02.20,9:40:25,38.4,38.43,2,1,12,'P',null
A,2022.02.20,9:40:27,38.39,38.43,1,1,12,'P',null
A,2022.02.20,9:40:29,38.4,38.43,71,1,12,'N',null
A,2022.02.20,9:40:29,38.39,38.46,1,1,12,'P',null
A,2022.02.20,9:40:29,38.39,38.45,1,3,12,'P',null
A,2022.02.20,9:40:29,38.39,38.43,1,1,12,'P',null
A,2022.02.20,9:40:30,38.39,38.45,1,3,12,'P',null
A,2022.02.20,9:40:30,38.39,38.43,1,1,12,'P',null
A,2022.02.20,9:40:30,38.39,38.46,1,1,12,'P',null
A,2022.02.20,9:40:30,38.39,38.45,1,4,12,'P',null
A,2022.02.20,9:40:30,38.39,38.45,1,1,12,'I',null
A,2022.02.20,9:40:30,38.39,38.45,1,4,12,'P',null
A,2022.02.20,9:40:30,38.38,38.45,1,1,12,'I',null
A,2022.02.20,9:40:30,38.39,38.45,1,1,12,'I',null
A,2022.02.20,9:40:30,38.39,38.45,1,3,12,'P',null
A,2022.02.20,9:40:34,38.4,38.42,2,1,12,'T',null
A,2022.02.20,9:40:35,38.4,38.42,71,1,12,'N',null
A,2022.02.20,9:40:35,38.41,38.43,7,1,12,'N',null
A,2022.02.20,9:40:35,38.41,38.43,7,2,12,'N',null
A,2022.02.20,9:40:36,38.41,38.43,5,2,12,'N',null
A,2022.02.20,9:40:37,38.41,38.43,8,2,12,'N',null
A,2022.02.20,9:40:39,38.41,38.43,6,2,12,'N',null
A,2022.02.20,9:40:41,38.4,38.43,36,2,12,'N',null
A,2022.02.20,9:40:41,38.39,38.42,1,2,12,'P',null
A,2022.02.20,9:40:41,38.4,38.42,36,1,12,'N',null
A,2022.02.20,9:40:41,38.38,38.42,1,2,12,'P',null
A,2022.02.20,9:40:41,38.38,38.45,1,1,12,'I',null
A,2022.02.20,9:40:41,38.38,38.44,1,1,12,'I',null
A,2022.02.20,9:40:42,38.4,38.42,70,1,12,'N',null
A,2022.02.20,9:40:42,38.39,38.42,1,2,12,'P',null
A,2022.02.20,9:40:42,38.39,38.44,1,1,12,'I',null
A,2022.02.20,9:40:42,38.39,38.45,1,1,12,'I',null
A,2022.02.20,9:40:42,38.4,38.42,70,2,12,'N',null
A,2022.02.20,9:40:42,38.4,38.43,70,1,12,'N',null
A,2022.02.20,9:40:44,38.39,38.45,1,1,12,'P',null
A,2022.02.20,9:40:44,38.39,38.44,1,1,12,'P',null
A,2022.02.20,9:40:44,38.4,38.44,70,12,12,'N',null
A,2022.02.20,9:40:44,38.4,38.41,70,1,12,'N',null
A,2022.02.20,9:40:44,38.4,38.44,70,12,12,'N',null
A,2022.02.20,9:40:45,38.4,38.44,75,12,12,'N',null
A,2022.02.20,9:40:45,38.41,38.44,1,12,12,'N',null
A,2022.02.20,9:40:45,38.41,38.44,1,12,12,'N',null
A,2022.02.20,9:40:46,38.4,38.42,1,1,12,'T',null
A,2022.02.20,9:40:52,38.4,38.44,12,12,12,'N',null
A,2022.02.20,9:40:53,38.4,38.44,12,13,12,'N',null
A,2022.02.20,9:40:54,38.4,38.44,22,13,12,'N',null
A,2022.02.20,9:40:55,38.39,38.45,1,1,12,'P',null
A,2022.02.20,9:40:58,38.39,38.44,1,1,12,'P',null
A,2022.02.20,9:40:59,38.4,38.42,2,1,12,'T',null
A,2022.02.20,9:41:00,38.4,38.43,22,1,12,'N',null
A,2022.02.20,9:41:01,38.4,38.43,22,2,12,'N',null
A,2022.02.20,9:41:05,38.41,38.42,1,1,12,'T',null
A,2022.02.20,9:41:05,38.4,38.42,2,1,12,'T',null
A,2022.02.20,9:41:05,38.41,38.42,1,1,12,'T',null
A,2022.02.20,9:41:05,38.41,38.42,1,1,12,'T',null
A,2022.02.20,9:41:06,38.4,38.42,2,1,12,'T',null
A,2022.02.20,9:41:06,38.41,38.42,1,1,12,'T',null
A,2022.02.20,9:41:06,38.41,38.42,1,1,12,'T',null
A,2022.02.20,9:41:06,38.4,38.42,2,1,12,'T',null
A,2022.02.20,9:41:06,38.41,38.42,1,1,12,'T',null
A,2022.02.20,9:41:06,38.4,38.43,12,2,12,'N',null
A,2022.02.20,9:41:06,38.4,38.42,2,1,12,'T',null
A,2022.02.20,9:41:06,38.41,38.42,1,1,12,'T',null
A,2022.02.20,9:41:07,38.4,38.42,1,1,12,'T',null
A,2022.02.20,9:41:07,38.41,38.42,1,1,12,'T',null
A,2022.02.20,9:41:07,38.4,38.42,1,1,12,'T',null
A,2022.02.20,9:41:07,38.41,38.42,1,1,12,'T',null
A,2022.02.20,9:41:07,38.4,38.43,12,1,12,'N',null
A,2022.02.20,9:41:07,38.4,38.42,12,1,12,'N',null
A,2022.02.20,9:41:07,38.4,38.42,12,1,12,'N',null
A,2022.02.20,9:41:07,38.4,38.42,1,1,12,'T',null
A,2022.02.20,9:41:08,38.4,38.42,13,1,12,'N',null
A,2022.02.20,9:41:08,38.4,38.42,10,1,12,'N',null
A,2022.02.20,9:41:08,38.39,38.42,1,1,12,'T',null
A,2022.02.20,9:41:08,38.4,38.42,1,1,12,'T',null
A,2022.02.20,9:41:08,38.4,38.41,10,1,12,'N',null
A,2022.02.20,9:41:09,38.4,38.41,21,1,12,'N',null
A,2022.02.20,9:41:09,38.39,38.45,1,1,12,'P',null
A,2022.02.20,9:41:11,38.4,38.41,18,1,12,'N',null
A,2022.02.20,9:41:15,38.4,38.41,19,1,12,'N',null
A,2022.02.20,9:41:18,38.39,38.44,1,1,12,'P',null
A,2022.02.20,9:41:18,38.4,38.42,19,2,12,'N',null
A,2022.02.20,9:41:18,38.4,38.42,1,3,12,'T',null
A,2022.02.20,9:41:18,38.4,38.42,17,2,12,'N',null
A,2022.02.20,9:41:19,38.4,38.42,1,1,12,'T',null
A,2022.02.20,9:41:19,38.4,38.42,17,1,12,'N',null
A,2022.02.20,9:41:19,38.4,38.42,2,1,12,'T',null
A,2022.02.20,9:41:22,38.4,38.42,18,1,12,'N',null
A,2022.02.20,9:41:24,38.4,38.42,1,1,12,'T',null
A,2022.02.20,9:41:24,38.41,38.43,3,11,12,'N',null
A,2022.02.20,9:41:24,38.39,38.44,1,1,12,'I',null
A,2022.02.20,9:41:24,38.39,38.44,1,2,12,'P',null
A,2022.02.20,9:41:24,38.4,38.43,15,11,12,'N',null
A,2022.02.20,9:41:25,38.39,38.42,1,2,12,'P',null
A,2022.02.20,9:41:25,38.4,38.43,12,11,12,'N',null
A,2022.02.20,9:41:27,38.4,38.43,13,11,12,'N',null
A,2022.02.20,9:41:28,38.4,38.42,1,3,12,'T',null
A,2022.02.20,9:41:28,38.39,38.45,1,1,12,'I',null
A,2022.02.20,9:41:28,38.4,38.42,13,1,12,'N',null
A,2022.02.20,9:41:29,38.4,38.42,9,1,12,'N',null
A,2022.02.20,9:41:29,38.39,38.42,1,3,12,'T',null
A,2022.02.20,9:41:29,38.4,38.42,1,3,12,'T',null
A,2022.02.20,9:41:29,38.39,38.44,1,1,12,'I',null
A,2022.02.20,9:41:29,38.4,38.42,10,1,12,'N',null
A,2022.02.20,9:41:30,38.4,38.42,10,2,12,'N',null
A,2022.02.20,9:41:33,38.4,38.42,11,2,12,'N',null
A,2022.02.20,9:41:34,38.4,38.41,11,1,12,'N',null
A,2022.02.20,9:41:36,38.4,38.41,10,1,12,'N',null
A,2022.02.20,9:41:37,38.4,38.41,7,1,12,'N',null
A,2022.02.20,9:41:40,38.4,38.41,7,11,12,'N',null
A,2022.02.20,9:41:41,38.4,38.41,1,11,12,'N',null
A,2022.02.20,9:41:42,38.38,38.44,1,1,12,'I',null
A,2022.02.20,9:41:42,38.38,38.43,1,1,12,'I',null
A,2022.02.20,9:41:42,37.47,38.43,20,1,12,'I',null
A,2022.02.20,9:41:42,38.37,38.43,1,1,12,'I',null
A,2022.02.20,9:41:42,38.37,38.42,1,1,12,'I',null
A,2022.02.20,9:41:42,38.4,38.42,1,4,12,'T',null
A,2022.02.20,9:41:42,38.38,38.42,1,2,12,'P',null
A,2022.02.20,9:41:42,38.37,38.42,2,3,12,'P',null
A,2022.02.20,9:41:42,38.38,38.42,1,3,12,'P',null
A,2022.02.20,9:41:42,38.4,38.41,1,15,12,'N',null
A,2022.02.20,9:41:42,38.37,38.42,1,4,12,'T',null
A,2022.02.20,9:41:42,38.4,38.42,1,4,12,'T',null
A,2022.02.20,9:41:42,38.37,38.42,2,3,12,'P',null
A,2022.02.20,9:41:42,38.39,38.41,3,15,12,'N',null
A,2022.02.20,9:41:44,38.4,38.42,2,4,12,'T',null
A,2022.02.20,9:41:44,38.38,38.42,2,3,12,'P',null
A,2022.02.20,9:41:48,38.4,38.42,2,4,12,'T',null
A,2022.02.20,9:41:48,38.37,38.42,2,3,12,'P',null
A,2022.02.20,9:41:48,38.38,38.42,2,3,12,'P',null
A,2022.02.20,9:41:48,38.37,38.42,1,4,12,'T',null
A,2022.02.20,9:41:48,38.37,38.42,1,2,12,'T',null
A,2022.02.20,9:41:48,38.4,38.42,1,2,12,'T',null
A,2022.02.20,9:41:48,38.37,38.42,2,3,12,'P',null
A,2022.02.20,9:41:48,38.37,38.41,2,1,12,'P',null
A,2022.02.20,9:41:48,38.37,38.42,2,3,12,'P',null
A,2022.02.20,9:41:48,38.37,38.42,1,2,12,'T',null
A,2022.02.20,9:41:48,38.4,38.42,1,2,12,'T',null
A,2022.02.20,9:41:48,38.39,38.41,3,16,12,'N',null
A,2022.02.20,9:41:48,38.4,38.42,1,1,12,'T',null
A,2022.02.20,9:41:48,38.4,38.41,1,1,12,'T',null
A,2022.02.20,9:41:53,38.37,38.41,2,2,12,'P',null
A,2022.02.20,9:41:55,38.37,38.42,2,3,12,'P',null
A,2022.02.20,9:41:55,38.39,38.41,3,17,12,'N',null
A,2022.02.20,9:41:55,38.37,38.41,1,1,12,'T',null
A,2022.02.20,9:41:56,38.4,38.41,1,1,12,'T',null
A,2022.02.20,9:41:56,38.4,38.42,1,1,12,'T',null
A,2022.02.20,9:41:56,38.4,38.41,1,1,12,'T',null
A,2022.02.20,9:41:56,38.39,38.42,3,1,12,'N',null
A,2022.02.20,9:41:58,38.37,38.41,1,1,12,'T',null
A,2022.02.20,9:41:58,38.4,38.41,1,1,12,'T',null
A,2022.02.20,9:41:58,38.37,38.41,1,1,12,'T',null
