symbol,date,time,bid,ofr,bidsiz,ofrsiz,mode,ex,mmid
A,2022.02.20,9:30:56,37.97,38.2,1,9,12,'P',null
A,2022.02.20,9:30:56,38.06,38.11,3,2,12,'N',null
A,2022.02.20,9:30:56,37.97,38.11,1,2,12,'P',null
A,2022.02.20,9:30:57,36.66,39.42,40,20,12,'D',EDGX
A,2022.02.20,9:30:57,36.66,39.42,40,20,12,'D',EDGA
A,2022.02.20,9:30:57,37.97,38.11,2,2,12,'P',null
A,2022.02.20,9:30:57,38.07,38.1,1,9,12,'T',null
A,2022.02.20,9:30:57,38.05,38.1,1,9,12,'T',null
A,2022.02.20,9:30:57,38.08,38.11,3,2,12,'N',null
A,2022.02.20,9:30:57,38.06,38.11,3,2,12,'N',null
A,2022.02.20,9:30:58,38.07,38.11,3,2,12,'N',null
A,2022.02.20,9:30:58,36.66,39.42,40,40,12,'D',EDGA
A,2022.02.20,9:30:58,36.66,39.42,40,40,12,'D',EDGX
A,2022.02.20,9:30:58,38.07,38.11,3,1,12,'N',null
A,2022.02.20,9:30:58,38.07,38.11,4,1,12,'N',null
A,2022.02.20,9:30:58,38.07,38.11,4,10,12,'N',null
A,2022.02.20,9:30:58,38.07,38.1,4,1,12,'N',null
A,2022.02.20,9:30:59,37.97,38.18,2,1,12,'P',null
A,2022.02.20,9:30:59,36.66,39.45,20,40,12,'C',null
A,2022.02.20,9:30:59,36.58,39.45,1,40,12,'C',null
A,2022.02.20,9:30:59,36.58,39.45,1,20,12,'C',null
A,2022.02.20,9:30:59,0,39.45,0,20,12,'C',null
A,2022.02.20,9:30:59,0,39.53,0,20,12,'C',null
A,2022.02.20,9:30:59,0,0,0,0,12,'C',null
A,2022.02.20,9:30:59,38.06,38.1,3,1,12,'N',null
A,2022.02.20,9:30:59,36.66,0,40,0,12,'I',null
A,2022.02.20,9:30:59,36.66,39.45,40,40,12,'I',null
A,2022.02.20,9:31:00,38.06,38.1,3,10,12,'N',null
A,2022.02.20,9:31:00,38.07,38.1,3,10,12,'N',null
A,2022.02.20,9:31:00,38.05,38.1,1,18,12,'T',null
A,2022.02.20,9:31:00,37.97,38.17,2,2,12,'P',null
A,2022.02.20,9:31:00,38.07,38.1,4,10,12,'N',null
A,2022.02.20,9:31:00,38.05,38.1,1,27,12,'T',null
A,2022.02.20,9:31:00,37.97,38.1,2,2,12,'P',null
