symbol,date,time,bid,ofr,bidsiz,ofrsiz,mode,ex,mmid,ts
A,2022.02.20,09:39:42,38.299999999999997,38.380000000000002,1,1,12,'I',null,2022.02.20T14:39:42
A,2022.02.20,09:39:42,38.299999999999997,38.369999999999997,1,1,12,'P',null,2022.02.20T14:39:42
A,2022.02.20,09:39:42,38.299999999999997,38.380000000000002,1,1,12,'P',null,2022.02.20T14:39:42
A,2022.02.20,09:39:42,38.310000000000002,38.369999999999997,1,1,12,'P',null,2022.02.20T14:39:42
A,2022.02.20,09:39:42,38.310000000000002,38.380000000000002,1,1,12,'I',null,2022.02.20T14:39:42
A,2022.02.20,09:39:42,38.310000000000002,38.340000000000003,1,1,12,'T',null,2022.02.20T14:39:42
A,2022.02.20,09:39:42,38.329999999999998,38.340000000000003,1,1,12,'N',null,2022.02.20T14:39:42
A,2022.02.20,09:39:42,38.310000000000002,38.340000000000003,4,1,12,'N',null,2022.02.20T14:39:42
A,2022.02.20,09:39:43,38.310000000000002,38.340000000000003,5,1,12,'N',null,2022.02.20T14:39:43
A,2022.02.20,09:39:43,38.310000000000002,38.340000000000003,6,1,12,'N',null,2022.02.20T14:39:43
A,2022.02.20,09:39:44,38.310000000000002,38.340000000000003,9,1,12,'N',null,2022.02.20T14:39:44
A,2022.02.20,09:39:45,38.329999999999998,38.340000000000003,1,1,12,'N',null,2022.02.20T14:39:45
A,2022.02.20,09:39:45,38.329999999999998,38.340000000000003,2,1,12,'N',null,2022.02.20T14:39:45
A,2022.02.20,09:39:48,38.299999999999997,38.380000000000002,1,1,12,'I',null,2022.02.20T14:39:48
A,2022.02.20,09:39:48,38.299999999999997,38.340000000000003,1,1,12,'T',null,2022.02.20T14:39:48
A,2022.02.20,09:39:48,38.299999999999997,38.369999999999997,1,1,12,'P',null,2022.02.20T14:39:48
A,2022.02.20,09:39:48,38.299999999999997,38.369999999999997,1,2,12,'P',null,2022.02.20T14:39:48
A,2022.02.20,09:39:48,38.299999999999997,38.369999999999997,1,1,12,'I',null,2022.02.20T14:39:48
A,2022.02.20,09:39:52,38.329999999999998,38.340000000000003,3,1,12,'N',null,2022.02.20T14:39:52
A,2022.02.20,09:39:53,38.299999999999997,38.369999999999997,1,1,12,'P',null,2022.02.20T14:39:53
A,2022.02.20,09:39:54,37.469999999999998,38.369999999999997,20,1,12,'I',null,2022.02.20T14:39:54
A,2022.02.20,09:39:54,38.289999999999999,38.369999999999997,1,1,12,'I',null,2022.02.20T14:39:54
A,2022.02.20,09:39:54,38.289999999999999,38.359999999999999,1,2,12,'P',null,2022.02.20T14:39:54
A,2022.02.20,09:39:54,38.289999999999999,38.340000000000003,1,1,12,'T',null,2022.02.20T14:39:54
A,2022.02.20,09:39:54,38.289999999999999,38.359999999999999,1,1,12,'I',null,2022.02.20T14:39:54
A,2022.02.20,09:39:54,38.329999999999998,38.340000000000003,4,1,12,'N',null,2022.02.20T14:39:54
A,2022.02.20,09:39:54,38.329999999999998,38.340000000000003,1,1,12,'N',null,2022.02.20T14:39:54
A,2022.02.20,09:39:54,38.310000000000002,38.340000000000003,4,1,12,'N',null,2022.02.20T14:39:54
A,2022.02.20,09:39:54,38.289999999999999,38.340000000000003,1,2,12,'P',null,2022.02.20T14:39:54
A,2022.02.20,09:39:55,38.310000000000002,38.340000000000003,4,1,12,'N',null,2022.02.20T14:39:55
A,2022.02.20,09:39:56,38.310000000000002,38.340000000000003,6,1,12,'N',null,2022.02.20T14:39:56
A,2022.02.20,09:39:57,38.310000000000002,38.340000000000003,6,5,12,'N',null,2022.02.20T14:39:57
A,2022.02.20,09:39:59,38.280000000000001,38.340000000000003,1,1,12,'T',null,2022.02.20T14:39:59
A,2022.02.20,09:39:59,38.329999999999998,38.340000000000003,1,5,12,'N',null,2022.02.20T14:39:59
A,2022.02.20,09:39:59,38.280000000000001,38.340000000000003,1,2,12,'P',null,2022.02.20T14:39:59
A,2022.02.20,09:39:59,38.289999999999999,38.350000000000001,1,1,12,'I',null,2022.02.20T14:39:59
A,2022.02.20,09:39:59,37.469999999999998,38.350000000000001,20,1,12,'I',null,2022.02.20T14:39:59
A,2022.02.20,09:39:59,38.280000000000001,38.350000000000001,1,1,12,'I',null,2022.02.20T14:39:59
A,2022.02.20,09:39:59,38.280000000000001,38.350000000000001,1,1,12,'P',null,2022.02.20T14:39:59
A,2022.02.20,09:40:00,38.310000000000002,38.329999999999998,6,1,12,'N',null,2022.02.20T14:40:00
A,2022.02.20,09:40:00,38.280000000000001,38.350000000000001,1,9,12,'T',null,2022.02.20T14:40:00
A,2022.02.20,09:40:00,38.280000000000001,38.329999999999998,1,1,12,'T',null,2022.02.20T14:40:00
A,2022.02.20,09:40:00,38.280000000000001,38.350000000000001,1,9,12,'T',null,2022.02.20T14:40:00
A,2022.02.20,09:40:00,38.280000000000001,38.329999999999998,1,1,12,'T',null,2022.02.20T14:40:00
A,2022.02.20,09:40:00,38.310000000000002,38.329999999999998,1,1,12,'T',null,2022.02.20T14:40:00
A,2022.02.20,09:40:00,38.310000000000002,38.329999999999998,6,1,12,'N',null,2022.02.20T14:40:00
A,2022.02.20,09:40:00,38.289999999999999,38.350000000000001,1,1,12,'I',null,2022.02.20T14:40:00
A,2022.02.20,09:40:00,38.289999999999999,38.359999999999999,1,1,12,'I',null,2022.02.20T14:40:00
A,2022.02.20,09:40:00,38.289999999999999,38.350000000000001,2,1,12,'P',null,2022.02.20T14:40:00
A,2022.02.20,09:40:00,38.289999999999999,38.329999999999998,1,1,12,'T',null,2022.02.20T14:40:00
A,2022.02.20,09:40:00,38.289999999999999,38.350000000000001,1,1,12,'P',null,2022.02.20T14:40:00
A,2022.02.20,09:40:01,38.32,38.329999999999998,1,1,12,'N',null,2022.02.20T14:40:01
A,2022.02.20,09:40:03,38.289999999999999,38.329999999999998,1,2,12,'T',null,2022.02.20T14:40:03
A,2022.02.20,09:40:04,38.289999999999999,38.350000000000001,1,1,12,'I',null,2022.02.20T14:40:04
A,2022.02.20,09:40:04,38.289999999999999,38.350000000000001,1,2,12,'P',null,2022.02.20T14:40:04
A,2022.02.20,09:40:04,38.32,38.340000000000003,1,5,12,'N',null,2022.02.20T14:40:04
A,2022.02.20,09:40:04,38.280000000000001,38.329999999999998,1,2,12,'T',null,2022.02.20T14:40:04
A,2022.02.20,09:40:04,38.280000000000001,38.350000000000001,1,2,12,'P',null,2022.02.20T14:40:04
A,2022.02.20,09:40:04,38.280000000000001,38.350000000000001,1,1,12,'I',null,2022.02.20T14:40:04
A,2022.02.20,09:40:05,38.280000000000001,38.340000000000003,1,1,12,'T',null,2022.02.20T14:40:05
A,2022.02.20,09:40:05,38.280000000000001,38.350000000000001,1,1,12,'P',null,2022.02.20T14:40:05
A,2022.02.20,09:40:06,38.280000000000001,38.340000000000003,1,2,12,'P',null,2022.02.20T14:40:06
A,2022.02.20,09:40:06,38.280000000000001,38.350000000000001,1,1,12,'P',null,2022.02.20T14:40:06
A,2022.02.20,09:40:06,38.329999999999998,38.340000000000003,2,5,12,'N',null,2022.02.20T14:40:06
A,2022.02.20,09:40:07,38.280000000000001,38.340000000000003,1,3,12,'T',null,2022.02.20T14:40:07
A,2022.02.20,09:40:07,38.329999999999998,38.340000000000003,4,5,12,'N',null,2022.02.20T14:40:07
A,2022.02.20,09:40:07,38.289999999999999,38.340000000000003,1,3,12,'T',null,2022.02.20T14:40:07
A,2022.02.20,09:40:07,38.329999999999998,38.340000000000003,4,6,12,'N',null,2022.02.20T14:40:07
A,2022.02.20,09:40:07,38.289999999999999,38.350000000000001,1,1,12,'I',null,2022.02.20T14:40:07
A,2022.02.20,09:40:07,38.289999999999999,38.359999999999999,1,1,12,'I',null,2022.02.20T14:40:07
A,2022.02.20,09:40:07,38.289999999999999,38.359999999999999,1,1,12,'P',null,2022.02.20T14:40:07
A,2022.02.20,09:40:08,38.329999999999998,38.340000000000003,4,9,12,'N',null,2022.02.20T14:40:08
A,2022.02.20,09:40:08,38.329999999999998,38.340000000000003,5,9,12,'N',null,2022.02.20T14:40:08
A,2022.02.20,09:40:09,38.299999999999997,38.340000000000003,1,3,12,'T',null,2022.02.20T14:40:09
A,2022.02.20,09:40:09,38.299999999999997,38.359999999999999,1,1,12,'P',null,2022.02.20T14:40:09
A,2022.02.20,09:40:09,38.299999999999997,38.369999999999997,1,1,12,'P',null,2022.02.20T14:40:09
A,2022.02.20,09:40:09,38.299999999999997,38.359999999999999,1,1,12,'I',null,2022.02.20T14:40:09
A,2022.02.20,09:40:09,38.299999999999997,38.369999999999997,1,1,12,'I',null,2022.02.20T14:40:09
A,2022.02.20,09:40:09,38.329999999999998,38.340000000000003,7,9,12,'N',null,2022.02.20T14:40:09
A,2022.02.20,09:40:09,38.329999999999998,38.340000000000003,8,9,12,'N',null,2022.02.20T14:40:09
A,2022.02.20,09:40:10,38.329999999999998,38.340000000000003,11,9,12,'N',null,2022.02.20T14:40:10
A,2022.02.20,09:40:11,38.329999999999998,38.340000000000003,14,9,12,'N',null,2022.02.20T14:40:11
A,2022.02.20,09:40:12,38.310000000000002,38.380000000000002,1,1,12,'I',null,2022.02.20T14:40:12
A,2022.02.20,09:40:12,38.310000000000002,38.340000000000003,1,3,12,'T',null,2022.02.20T14:40:12
A,2022.02.20,09:40:12,38.310000000000002,38.359999999999999,1,3,12,'P',null,2022.02.20T14:40:12
A,2022.02.20,09:40:12,38.329999999999998,38.340000000000003,13,9,12,'N',null,2022.02.20T14:40:12
A,2022.02.20,09:40:12,38.310000000000002,38.350000000000001,1,8,12,'T',null,2022.02.20T14:40:12
A,2022.02.20,09:40:12,38.310000000000002,38.380000000000002,1,1,12,'P',null,2022.02.20T14:40:12
A,2022.02.20,09:40:12,38.310000000000002,38.340000000000003,1,1,12,'T',null,2022.02.20T14:40:12
A,2022.02.20,09:40:12,38.310000000000002,38.369999999999997,1,9,12,'P',null,2022.02.20T14:40:12
A,2022.02.20,09:40:12,38.329999999999998,38.359999999999999,13,8,12,'N',null,2022.02.20T14:40:12
A,2022.02.20,09:40:13,38.329999999999998,38.340000000000003,1,1,12,'T',null,2022.02.20T14:40:13
A,2022.02.20,09:40:13,38.329999999999998,38.350000000000001,1,8,12,'T',null,2022.02.20T14:40:13
A,2022.02.20,09:40:13,38.329999999999998,38.340000000000003,1,1,12,'T',null,2022.02.20T14:40:13
A,2022.02.20,09:40:13,38.32,38.380000000000002,1,1,12,'P',null,2022.02.20T14:40:13
A,2022.02.20,09:40:13,38.32,38.380000000000002,1,1,12,'I',null,2022.02.20T14:40:13
A,2022.02.20,09:40:14,38.329999999999998,38.350000000000001,1,8,12,'T',null,2022.02.20T14:40:14
A,2022.02.20,09:40:14,38.329999999999998,38.359999999999999,12,8,12,'N',null,2022.02.20T14:40:14
A,2022.02.20,09:40:15,38.329999999999998,38.380000000000002,1,9,12,'T',null,2022.02.20T14:40:15
A,2022.02.20,09:40:15,38.329999999999998,38.380000000000002,1,8,12,'T',null,2022.02.20T14:40:15
A,2022.02.20,09:40:15,38.32,38.39,1,1,12,'I',null,2022.02.20T14:40:15
A,2022.02.20,09:40:15,38.32,38.39,1,1,12,'P',null,2022.02.20T14:40:15
A,2022.02.20,09:40:15,38.329999999999998,38.380000000000002,2,8,12,'T',null,2022.02.20T14:40:15
A,2022.02.20,09:40:15,38.32,38.399999999999998,1,1,12,'I',null,2022.02.20T14:40:15
A,2022.02.20,09:40:15,38.329999999999998,38.399999999999998,1,1,12,'I',null,2022.02.20T14:40:15
A,2022.02.20,09:40:15,38.329999999999998,38.399999999999998,1,1,12,'P',null,2022.02.20T14:40:15
A,2022.02.20,09:40:15,38.329999999999998,38.39,12,9,12,'N',null,2022.02.20T14:40:15
A,2022.02.20,09:40:16,38.329999999999998,38.39,13,8,12,'N',null,2022.02.20T14:40:16
A,2022.02.20,09:40:16,38.340000000000003,38.380000000000002,1,8,12,'T',null,2022.02.20T14:40:16
A,2022.02.20,09:40:16,38.350000000000001,38.380000000000002,1,8,12,'T',null,2022.02.20T14:40:16
A,2022.02.20,09:40:16,38.340000000000003,38.399999999999998,1,1,12,'I',null,2022.02.20T14:40:16
A,2022.02.20,09:40:16,38.340000000000003,38.409999999999996,1,1,12,'I',null,2022.02.20T14:40:16
A,2022.02.20,09:40:16,38.350000000000001,38.409999999999996,1,1,12,'I',null,2022.02.20T14:40:16
A,2022.02.20,09:40:16,38.350000000000001,38.409999999999996,1,1,12,'P',null,2022.02.20T14:40:16
A,2022.02.20,09:40:16,38.350000000000001,38.399999999999998,1,4,12,'P',null,2022.02.20T14:40:16
A,2022.02.20,09:40:16,38.369999999999997,38.39,10,8,12,'N',null,2022.02.20T14:40:16
A,2022.02.20,09:40:16,38.350000000000001,38.380000000000002,1,7,12,'T',null,2022.02.20T14:40:16
A,2022.02.20,09:40:17,38.350000000000001,38.420000000000001,1,1,12,'T',null,2022.02.20T14:40:17
A,2022.02.20,09:40:17,38.350000000000001,38.420000000000001,1,1,12,'I',null,2022.02.20T14:40:17
A,2022.02.20,09:40:17,38.359999999999999,38.420000000000001,1,1,12,'T',null,2022.02.20T14:40:17
A,2022.02.20,09:40:17,38.350000000000001,38.420000000000001,1,1,12,'P',null,2022.02.20T14:40:17
A,2022.02.20,09:40:17,38.359999999999999,38.420000000000001,1,1,12,'P',null,2022.02.20T14:40:17
A,2022.02.20,09:40:17,38.359999999999999,38.420000000000001,1,1,12,'I',null,2022.02.20T14:40:17
A,2022.02.20,09:40:18,38.369999999999997,38.420000000000001,1,1,12,'I',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.369999999999997,38.439999999999997,1,1,12,'I',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.359999999999999,38.439999999999997,1,1,12,'T',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.369999999999997,38.439999999999997,1,1,12,'T',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.369999999999997,38.450000000000002,1,1,12,'T',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.380000000000002,38.450000000000002,1,1,12,'T',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.380000000000002,38.439999999999997,1,1,12,'I',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.380000000000002,38.450000000000002,1,1,12,'I',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.380000000000002,38.450000000000002,2,1,12,'I',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.380000000000002,38.439999999999997,1,1,12,'P',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.380000000000002,38.450000000000002,1,1,12,'P',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.380000000000002,38.450000000000002,2,1,12,'T',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.369999999999997,38.420000000000001,10,1,12,'N',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.380000000000002,38.450000000000002,1,1,12,'I',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.39,38.450000000000002,1,1,12,'T',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.380000000000002,38.439999999999997,1,14,12,'T',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.369999999999997,38.429999999999999,10,1,12,'N',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.380000000000002,38.450000000000002,1,1,12,'T',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.39,38.450000000000002,1,1,12,'T',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.39,38.450000000000002,1,1,12,'P',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.39,38.450000000000002,1,5,12,'T',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.39,38.450000000000002,1,1,12,'I',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.369999999999997,38.439999999999997,11,12,12,'N',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.420000000000001,38.439999999999997,10,12,12,'N',null,2022.02.20T14:40:18
A,2022.02.20,09:40:18,38.39,38.439999999999997,1,2,12,'T',null,2022.02.20T14:40:18
A,2022.02.20,09:40:19,38.380000000000002,38.450000000000002,1,1,12,'P',null,2022.02.20T14:40:19
A,2022.02.20,09:40:19,38.39,38.429999999999999,1,2,12,'T',null,2022.02.20T14:40:19
A,2022.02.20,09:40:19,38.380000000000002,38.429999999999999,1,2,12,'T',null,2022.02.20T14:40:19
A,2022.02.20,09:40:19,38.380000000000002,38.450000000000002,1,1,12,'I',null,2022.02.20T14:40:19
A,2022.02.20,09:40:19,38.399999999999998,38.439999999999997,1,12,12,'N',null,2022.02.20T14:40:19
A,2022.02.20,09:40:19,38.380000000000002,38.429999999999999,1,1,12,'P',null,2022.02.20T14:40:19
A,2022.02.20,09:40:20,38.380000000000002,38.420000000000001,1,1,12,'T',null,2022.02.20T14:40:20
A,2022.02.20,09:40:20,38.399999999999998,38.429999999999999,1,1,12,'N',null,2022.02.20T14:40:20
A,2022.02.20,09:40:21,38.380000000000002,38.420000000000001,1,1,12,'P',null,2022.02.20T14:40:21
A,2022.02.20,09:40:23,38.399999999999998,38.429999999999999,37,1,12,'N',null,2022.02.20T14:40:23
A,2022.02.20,09:40:23,38.399999999999998,38.420000000000001,2,1,12,'P',null,2022.02.20T14:40:23
A,2022.02.20,09:40:25,38.39,38.420000000000001,1,1,12,'T',null,2022.02.20T14:40:25
A,2022.02.20,09:40:25,38.39,38.450000000000002,1,1,12,'I',null,2022.02.20T14:40:25
A,2022.02.20,09:40:25,38.39,38.46,1,1,12,'I',null,2022.02.20T14:40:25
A,2022.02.20,09:40:25,38.399999999999998,38.429999999999999,72,1,12,'N',null,2022.02.20T14:40:25
A,2022.02.20,09:40:25,38.399999999999998,38.420000000000001,1,1,12,'T',null,2022.02.20T14:40:25
A,2022.02.20,09:40:25,38.399999999999998,38.429999999999999,2,1,12,'P',null,2022.02.20T14:40:25
A,2022.02.20,09:40:27,38.39,38.429999999999999,1,1,12,'P',null,2022.02.20T14:40:27
A,2022.02.20,09:40:29,38.399999999999998,38.429999999999999,71,1,12,'N',null,2022.02.20T14:40:29
A,2022.02.20,09:40:29,38.39,38.46,1,1,12,'P',null,2022.02.20T14:40:29
A,2022.02.20,09:40:29,38.39,38.450000000000002,1,3,12,'P',null,2022.02.20T14:40:29
A,2022.02.20,09:40:29,38.39,38.429999999999999,1,1,12,'P',null,2022.02.20T14:40:29
A,2022.02.20,09:40:30,38.39,38.450000000000002,1,3,12,'P',null,2022.02.20T14:40:30
A,2022.02.20,09:40:30,38.39,38.429999999999999,1,1,12,'P',null,2022.02.20T14:40:30
A,2022.02.20,09:40:30,38.39,38.46,1,1,12,'P',null,2022.02.20T14:40:30
A,2022.02.20,09:40:30,38.39,38.450000000000002,1,4,12,'P',null,2022.02.20T14:40:30
A,2022.02.20,09:40:30,38.39,38.450000000000002,1,1,12,'I',null,2022.02.20T14:40:30
A,2022.02.20,09:40:30,38.39,38.450000000000002,1,4,12,'P',null,2022.02.20T14:40:30
A,2022.02.20,09:40:30,38.380000000000002,38.450000000000002,1,1,12,'I',null,2022.02.20T14:40:30
A,2022.02.20,09:40:30,38.39,38.450000000000002,1,1,12,'I',null,2022.02.20T14:40:30
A,2022.02.20,09:40:30,38.39,38.450000000000002,1,3,12,'P',null,2022.02.20T14:40:30
A,2022.02.20,09:40:34,38.399999999999998,38.420000000000001,2,1,12,'T',null,2022.02.20T14:40:34
A,2022.02.20,09:40:35,38.399999999999998,38.420000000000001,71,1,12,'N',null,2022.02.20T14:40:35
A,2022.02.20,09:40:35,38.409999999999996,38.429999999999999,7,1,12,'N',null,2022.02.20T14:40:35
A,2022.02.20,09:40:35,38.409999999999996,38.429999999999999,7,2,12,'N',null,2022.02.20T14:40:35
A,2022.02.20,09:40:36,38.409999999999996,38.429999999999999,5,2,12,'N',null,2022.02.20T14:40:36
A,2022.02.20,09:40:37,38.409999999999996,38.429999999999999,8,2,12,'N',null,2022.02.20T14:40:37
A,2022.02.20,09:40:39,38.409999999999996,38.429999999999999,6,2,12,'N',null,2022.02.20T14:40:39
A,2022.02.20,09:40:41,38.399999999999998,38.429999999999999,36,2,12,'N',null,2022.02.20T14:40:41
A,2022.02.20,09:40:41,38.39,38.420000000000001,1,2,12,'P',null,2022.02.20T14:40:41
A,2022.02.20,09:40:41,38.399999999999998,38.420000000000001,36,1,12,'N',null,2022.02.20T14:40:41
A,2022.02.20,09:40:41,38.380000000000002,38.420000000000001,1,2,12,'P',null,2022.02.20T14:40:41
A,2022.02.20,09:40:41,38.380000000000002,38.450000000000002,1,1,12,'I',null,2022.02.20T14:40:41
A,2022.02.20,09:40:41,38.380000000000002,38.439999999999997,1,1,12,'I',null,2022.02.20T14:40:41
A,2022.02.20,09:40:42,38.399999999999998,38.420000000000001,70,1,12,'N',null,2022.02.20T14:40:42
A,2022.02.20,09:40:42,38.39,38.420000000000001,1,2,12,'P',null,2022.02.20T14:40:42
A,2022.02.20,09:40:42,38.39,38.439999999999997,1,1,12,'I',null,2022.02.20T14:40:42
A,2022.02.20,09:40:42,38.39,38.450000000000002,1,1,12,'I',null,2022.02.20T14:40:42
A,2022.02.20,09:40:42,38.399999999999998,38.420000000000001,70,2,12,'N',null,2022.02.20T14:40:42
A,2022.02.20,09:40:42,38.399999999999998,38.429999999999999,70,1,12,'N',null,2022.02.20T14:40:42
A,2022.02.20,09:40:44,38.39,38.450000000000002,1,1,12,'P',null,2022.02.20T14:40:44
A,2022.02.20,09:40:44,38.39,38.439999999999997,1,1,12,'P',null,2022.02.20T14:40:44
A,2022.02.20,09:40:44,38.399999999999998,38.439999999999997,70,12,12,'N',null,2022.02.20T14:40:44
A,2022.02.20,09:40:44,38.399999999999998,38.409999999999996,70,1,12,'N',null,2022.02.20T14:40:44
A,2022.02.20,09:40:44,38.399999999999998,38.439999999999997,70,12,12,'N',null,2022.02.20T14:40:44
A,2022.02.20,09:40:45,38.399999999999998,38.439999999999997,75,12,12,'N',null,2022.02.20T14:40:45
A,2022.02.20,09:40:45,38.409999999999996,38.439999999999997,1,12,12,'N',null,2022.02.20T14:40:45
A,2022.02.20,09:40:45,38.409999999999996,38.439999999999997,1,12,12,'N',null,2022.02.20T14:40:45
A,2022.02.20,09:40:46,38.399999999999998,38.420000000000001,1,1,12,'T',null,2022.02.20T14:40:46
A,2022.02.20,09:40:52,38.399999999999998,38.439999999999997,12,12,12,'N',null,2022.02.20T14:40:52
A,2022.02.20,09:40:53,38.399999999999998,38.439999999999997,12,13,12,'N',null,2022.02.20T14:40:53
A,2022.02.20,09:40:54,38.399999999999998,38.439999999999997,22,13,12,'N',null,2022.02.20T14:40:54
A,2022.02.20,09:40:55,38.39,38.450000000000002,1,1,12,'P',null,2022.02.20T14:40:55
