tag,ts,value
motor.C17156B.m1,2022.11.05T15:32:02.750,1
motor.C17156B.m104,2022.11.05T15:32:02.750,2
motor.C17156B.m124,2022.11.05T15:32:02.750,1
motor.C17156B.m131,2022.11.05T15:32:02.750,2
motor.C17156B.m146,2022.11.05T15:32:02.750,1
motor.C17156B.m56,2022.11.05T15:32:02.750,1
motor.C17156B.m70,2022.11.05T15:32:02.750,1
motor.C17156B.m77,2022.11.05T15:32:02.750,2
motor.C17156B.m97,2022.11.05T15:32:02.750,1
motor.C17156D.m11,2022.11.05T15:32:04.234,2
motor.C17156D.m78,2022.11.05T15:32:04.234,2
motor.C17156D.m99,2022.11.05T15:32:04.234,2
motor.C17156C.m1,2022.11.05T15:32:05.265,2
motor.C17156C.m15,2022.11.05T15:32:05.265,2
motor.C17156C.m16,2022.11.05T15:32:05.265,2
motor.C17156C.m2,2022.11.05T15:32:05.265,2
motor.C17156C.m22,2022.11.05T15:32:05.265,2
motor.C17156C.m23,2022.11.05T15:32:05.265,2
motor.C17156C.m29,2022.11.05T15:32:05.265,2
motor.C17156C.m30,2022.11.05T15:32:05.265,1
motor.C17156C.m36,2022.11.05T15:32:05.265,2
motor.C17156C.m37,2022.11.05T15:32:05.265,1
motor.C17156C.m8,2022.11.05T15:32:05.265,2
motor.C17156C.m9,2022.11.05T15:32:05.265,2
motor.C17156G.m1,2022.11.05T15:32:05.734,2
motor.C17156G.m104,2022.11.05T15:32:05.734,2
motor.C17156G.m124,2022.11.05T15:32:05.734,2
motor.C17156G.m131,2022.11.05T15:32:05.734,2
motor.C17156G.m146,2022.11.05T15:32:05.734,0
motor.C17156G.m153,2022.11.05T15:32:05.734,0
motor.C17156G.m175,2022.11.05T15:32:05.734,0
motor.C17156G.m182,2022.11.05T15:32:05.734,0
motor.C17156G.m204,2022.11.05T15:32:05.734,0
motor.C17156G.m211,2022.11.05T15:32:05.734,0
motor.C17156G.m43,2022.11.05T15:32:05.734,0
motor.C17156G.m56,2022.11.05T15:32:05.734,0
motor.C17156G.m70,2022.11.05T15:32:05.734,0
motor.C17156G.m77,2022.11.05T15:32:05.734,0
motor.C17156G.m97,2022.11.05T15:32:05.734,0
motor.C17156B.m1,2022.11.05T15:32:07.750,1
motor.C17156B.m104,2022.11.05T15:32:07.750,2
motor.C17156B.m124,2022.11.05T15:32:07.750,1
motor.C17156B.m131,2022.11.05T15:32:07.750,2
motor.C17156B.m146,2022.11.05T15:32:07.750,1
motor.C17156B.m153,2022.11.05T15:32:07.750,1
motor.C17156B.m175,2022.11.05T15:32:07.750,2
motor.C17156B.m182,2022.11.05T15:32:07.750,2
motor.C17156B.m204,2022.11.05T15:32:07.750,1
motor.C17156B.m211,2022.11.05T15:32:07.750,2
motor.C17156B.m224,2022.11.05T15:32:07.750,2
motor.C17156B.m56,2022.11.05T15:32:07.750,1
motor.C17156B.m70,2022.11.05T15:32:07.750,1
motor.C17156B.m77,2022.11.05T15:32:07.750,2
motor.C17156B.m97,2022.11.05T15:32:07.750,1
motor.C17156E.m37,2022.11.05T15:32:08.406,2
motor.C17156D.m11,2022.11.05T15:32:09.234,2
motor.C17156D.m78,2022.11.05T15:32:09.234,2
motor.C17156D.m99,2022.11.05T15:32:09.234,2
motor.C17156C.m1,2022.11.05T15:32:10.265,2
motor.C17156C.m15,2022.11.05T15:32:10.265,2
motor.C17156C.m16,2022.11.05T15:32:10.265,2
motor.C17156C.m2,2022.11.05T15:32:10.265,1
motor.C17156C.m22,2022.11.05T15:32:10.265,2
motor.C17156C.m23,2022.11.05T15:32:10.265,2
motor.C17156C.m29,2022.11.05T15:32:10.265,2
motor.C17156C.m30,2022.11.05T15:32:10.265,1
motor.C17156C.m36,2022.11.05T15:32:10.265,2
motor.C17156C.m37,2022.11.05T15:32:10.265,1
motor.C17156C.m8,2022.11.05T15:32:10.265,2
motor.C17156C.m9,2022.11.05T15:32:10.265,2
motor.C17156G.m1,2022.11.05T15:32:10.734,2
motor.C17156G.m104,2022.11.05T15:32:10.734,2
motor.C17156G.m124,2022.11.05T15:32:10.734,2
motor.C17156G.m131,2022.11.05T15:32:10.734,2
motor.C17156G.m146,2022.11.05T15:32:10.734,0
motor.C17156G.m153,2022.11.05T15:32:10.734,0
motor.C17156G.m175,2022.11.05T15:32:10.734,0
motor.C17156G.m182,2022.11.05T15:32:10.734,0
motor.C17156G.m204,2022.11.05T15:32:10.734,0
motor.C17156G.m211,2022.11.05T15:32:10.734,0
motor.C17156G.m43,2022.11.05T15:32:10.734,0
motor.C17156G.m56,2022.11.05T15:32:10.734,0
motor.C17156G.m70,2022.11.05T15:32:10.734,0
motor.C17156G.m77,2022.11.05T15:32:10.734,0
motor.C17156G.m97,2022.11.05T15:32:10.734,0
motor.C17156B.m1,2022.11.05T15:32:12.750,1
motor.C17156B.m104,2022.11.05T15:32:12.750,2
motor.C17156B.m124,2022.11.05T15:32:12.750,1
motor.C17156B.m131,2022.11.05T15:32:12.750,2
motor.C17156B.m146,2022.11.05T15:32:12.750,1
motor.C17156B.m153,2022.11.05T15:32:12.750,1
motor.C17156B.m175,2022.11.05T15:32:12.750,2
motor.C17156B.m182,2022.11.05T15:32:12.750,2
motor.C17156B.m204,2022.11.05T15:32:12.750,1
motor.C17156B.m211,2022.11.05T15:32:12.750,2
motor.C17156B.m224,2022.11.05T15:32:12.750,2
motor.C17156B.m56,2022.11.05T15:32:12.750,2
motor.C17156B.m70,2022.11.05T15:32:12.750,1
motor.C17156B.m77,2022.11.05T15:32:12.750,2
motor.C17156B.m97,2022.11.05T15:32:12.750,1
motor.C17156D.m11,2022.11.05T15:32:14.234,2
motor.C17156D.m78,2022.11.05T15:32:14.234,2
motor.C17156D.m99,2022.11.05T15:32:14.234,2
motor.C17156E.m37,2022.11.05T15:32:14.406,2
motor.C17156C.m1,2022.11.05T15:32:15.265,2
motor.C17156C.m15,2022.11.05T15:32:15.265,2
motor.C17156C.m16,2022.11.05T15:32:15.265,2
motor.C17156C.m2,2022.11.05T15:32:15.265,1
motor.C17156C.m22,2022.11.05T15:32:15.265,2
motor.C17156C.m23,2022.11.05T15:32:15.265,2
motor.C17156C.m29,2022.11.05T15:32:15.265,2
motor.C17156C.m30,2022.11.05T15:32:15.265,1
motor.C17156C.m36,2022.11.05T15:32:15.265,2
motor.C17156C.m37,2022.11.05T15:32:15.265,1
motor.C17156C.m8,2022.11.05T15:32:15.265,2
motor.C17156C.m9,2022.11.05T15:32:15.265,2
motor.C17156G.m1,2022.11.05T15:32:15.734,2
motor.C17156G.m104,2022.11.05T15:32:15.734,2
motor.C17156G.m124,2022.11.05T15:32:15.734,2
motor.C17156G.m131,2022.11.05T15:32:15.734,2
motor.C17156G.m146,2022.11.05T15:32:15.734,0
motor.C17156G.m153,2022.11.05T15:32:15.734,0
motor.C17156G.m175,2022.11.05T15:32:15.734,0
motor.C17156G.m182,2022.11.05T15:32:15.734,0
motor.C17156G.m204,2022.11.05T15:32:15.734,0
motor.C17156G.m211,2022.11.05T15:32:15.734,0
motor.C17156G.m43,2022.11.05T15:32:15.734,0
motor.C17156G.m56,2022.11.05T15:32:15.734,0
motor.C17156G.m70,2022.11.05T15:32:15.734,0
motor.C17156G.m77,2022.11.05T15:32:15.734,0
motor.C17156G.m97,2022.11.05T15:32:15.734,0
motor.C17156B.m1,2022.11.05T15:32:17.750,1
motor.C17156B.m104,2022.11.05T15:32:17.750,2
motor.C17156B.m124,2022.11.05T15:32:17.750,1
motor.C17156B.m131,2022.11.05T15:32:17.750,2
motor.C17156B.m146,2022.11.05T15:32:17.750,1
motor.C17156B.m153,2022.11.05T15:32:17.750,1
motor.C17156B.m175,2022.11.05T15:32:17.750,2
motor.C17156B.m182,2022.11.05T15:32:17.750,2
motor.C17156B.m204,2022.11.05T15:32:17.750,1
motor.C17156B.m211,2022.11.05T15:32:17.750,2
motor.C17156B.m224,2022.11.05T15:32:17.750,2
motor.C17156B.m56,2022.11.05T15:32:17.750,2
motor.C17156B.m70,2022.11.05T15:32:17.750,1
motor.C17156B.m77,2022.11.05T15:32:17.750,2
motor.C17156B.m97,2022.11.05T15:32:17.750,1
motor.C17156D.m11,2022.11.05T15:32:19.234,2
motor.C17156D.m78,2022.11.05T15:32:19.234,2
motor.C17156D.m99,2022.11.05T15:32:19.234,2
motor.C17156C.m1,2022.11.05T15:32:20.265,2
motor.C17156C.m15,2022.11.05T15:32:20.265,2
motor.C17156C.m16,2022.11.05T15:32:20.265,2
motor.C17156C.m2,2022.11.05T15:32:20.265,1
motor.C17156C.m22,2022.11.05T15:32:20.265,2
motor.C17156C.m23,2022.11.05T15:32:20.265,2
motor.C17156C.m29,2022.11.05T15:32:20.265,2
motor.C17156C.m30,2022.11.05T15:32:20.265,1
motor.C17156C.m36,2022.11.05T15:32:20.265,2
motor.C17156C.m37,2022.11.05T15:32:20.265,1
motor.C17156C.m8,2022.11.05T15:32:20.265,1
motor.C17156C.m9,2022.11.05T15:32:20.265,2
motor.C17156E.m37,2022.11.05T15:32:20.406,2
motor.C17156G.m1,2022.11.05T15:32:20.734,2
motor.C17156G.m104,2022.11.05T15:32:20.734,2
motor.C17156G.m124,2022.11.05T15:32:20.734,2
motor.C17156G.m131,2022.11.05T15:32:20.734,2
motor.C17156G.m146,2022.11.05T15:32:20.734,0
motor.C17156G.m153,2022.11.05T15:32:20.734,0
motor.C17156G.m175,2022.11.05T15:32:20.734,0
motor.C17156G.m182,2022.11.05T15:32:20.734,0
motor.C17156G.m204,2022.11.05T15:32:20.734,0
motor.C17156G.m211,2022.11.05T15:32:20.734,0
motor.C17156G.m43,2022.11.05T15:32:20.734,0
motor.C17156G.m56,2022.11.05T15:32:20.734,0
motor.C17156G.m70,2022.11.05T15:32:20.734,0
motor.C17156G.m77,2022.11.05T15:32:20.734,0
motor.C17156G.m97,2022.11.05T15:32:20.734,0
motor.C17156B.m1,2022.11.05T15:32:22.750,1
motor.C17156B.m104,2022.11.05T15:32:22.750,2
motor.C17156B.m124,2022.11.05T15:32:22.750,1
motor.C17156B.m131,2022.11.05T15:32:22.750,2
motor.C17156B.m146,2022.11.05T15:32:22.750,1
motor.C17156B.m153,2022.11.05T15:32:22.750,1
motor.C17156B.m175,2022.11.05T15:32:22.750,2
motor.C17156B.m182,2022.11.05T15:32:22.750,2
motor.C17156B.m204,2022.11.05T15:32:22.750,1
motor.C17156B.m211,2022.11.05T15:32:22.750,2
motor.C17156B.m224,2022.11.05T15:32:22.750,1
motor.C17156B.m56,2022.11.05T15:32:22.750,2
motor.C17156B.m70,2022.11.05T15:32:22.750,1
motor.C17156B.m77,2022.11.05T15:32:22.750,2
motor.C17156B.m97,2022.11.05T15:32:22.750,2
motor.C17156D.m11,2022.11.05T15:32:24.234,2
motor.C17156D.m78,2022.11.05T15:32:24.234,2
motor.C17156D.m99,2022.11.05T15:32:24.234,2
motor.C17156C.m1,2022.11.05T15:32:25.265,2
motor.C17156C.m15,2022.11.05T15:32:25.265,2
motor.C17156C.m16,2022.11.05T15:32:25.265,2
motor.C17156C.m2,2022.11.05T15:32:25.265,1
motor.C17156C.m22,2022.11.05T15:32:25.265,2
motor.C17156C.m23,2022.11.05T15:32:25.265,2
motor.C17156C.m29,2022.11.05T15:32:25.265,2
motor.C17156C.m30,2022.11.05T15:32:25.265,1
motor.C17156C.m36,2022.11.05T15:32:25.265,2
motor.C17156C.m37,2022.11.05T15:32:25.265,1
motor.C17156C.m8,2022.11.05T15:32:25.265,1
motor.C17156C.m9,2022.11.05T15:32:25.265,2
motor.C17156G.m1,2022.11.05T15:32:25.734,2
motor.C17156G.m104,2022.11.05T15:32:25.734,2
motor.C17156G.m124,2022.11.05T15:32:25.734,2
motor.C17156G.m131,2022.11.05T15:32:25.734,2
motor.C17156G.m146,2022.11.05T15:32:25.734,0
motor.C17156G.m153,2022.11.05T15:32:25.734,0
motor.C17156G.m175,2022.11.05T15:32:25.734,0
motor.C17156G.m182,2022.11.05T15:32:25.734,0
motor.C17156G.m204,2022.11.05T15:32:25.734,0
motor.C17156G.m211,2022.11.05T15:32:25.734,0
motor.C17156G.m43,2022.11.05T15:32:25.734,0
motor.C17156G.m56,2022.11.05T15:32:25.734,0
motor.C17156G.m70,2022.11.05T15:32:25.734,0
motor.C17156G.m77,2022.11.05T15:32:25.734,0
motor.C17156G.m97,2022.11.05T15:32:25.734,0
motor.C17156E.m37,2022.11.05T15:32:26.406,2
motor.C17156B.m1,2022.11.05T15:32:27.750,1
motor.C17156B.m104,2022.11.05T15:32:27.750,2
motor.C17156B.m124,2022.11.05T15:32:27.750,1
motor.C17156B.m131,2022.11.05T15:32:27.750,2
motor.C17156B.m146,2022.11.05T15:32:27.750,1
motor.C17156B.m153,2022.11.05T15:32:27.750,1
motor.C17156B.m175,2022.11.05T15:32:27.750,2
motor.C17156B.m182,2022.11.05T15:32:27.750,2
motor.C17156B.m204,2022.11.05T15:32:27.750,1
motor.C17156B.m211,2022.11.05T15:32:27.750,2
motor.C17156B.m224,2022.11.05T15:32:27.750,1
motor.C17156B.m56,2022.11.05T15:32:27.750,2
motor.C17156B.m70,2022.11.05T15:32:27.750,1
motor.C17156B.m77,2022.11.05T15:32:27.750,1
motor.C17156B.m97,2022.11.05T15:32:27.750,2
motor.C17156D.m11,2022.11.05T15:32:29.234,2
motor.C17156D.m78,2022.11.05T15:32:29.234,2
motor.C17156D.m99,2022.11.05T15:32:29.234,2
motor.C17156C.m1,2022.11.05T15:32:30.265,2
motor.C17156C.m15,2022.11.05T15:32:30.265,1
motor.C17156C.m16,2022.11.05T15:32:30.265,1
motor.C17156C.m2,2022.11.05T15:32:30.265,1
motor.C17156C.m22,2022.11.05T15:32:30.265,2
motor.C17156C.m23,2022.11.05T15:32:30.265,2
motor.C17156C.m29,2022.11.05T15:32:30.265,2
motor.C17156C.m30,2022.11.05T15:32:30.265,2
motor.C17156C.m36,2022.11.05T15:32:30.265,2
motor.C17156C.m37,2022.11.05T15:32:30.265,2
motor.C17156C.m8,2022.11.05T15:32:30.265,1
motor.C17156C.m9,2022.11.05T15:32:30.265,2
motor.C17156G.m1,2022.11.05T15:32:30.734,2
motor.C17156G.m104,2022.11.05T15:32:30.734,2
motor.C17156G.m124,2022.11.05T15:32:30.734,2
motor.C17156G.m131,2022.11.05T15:32:30.734,2
motor.C17156G.m146,2022.11.05T15:32:30.734,0
motor.C17156G.m153,2022.11.05T15:32:30.734,0
motor.C17156G.m175,2022.11.05T15:32:30.734,0
motor.C17156G.m182,2022.11.05T15:32:30.734,0
motor.C17156G.m204,2022.11.05T15:32:30.734,0
motor.C17156G.m211,2022.11.05T15:32:30.734,0
motor.C17156G.m43,2022.11.05T15:32:30.734,0
motor.C17156G.m56,2022.11.05T15:32:30.734,0
motor.C17156G.m70,2022.11.05T15:32:30.734,0
motor.C17156G.m77,2022.11.05T15:32:30.734,0
motor.C17156G.m97,2022.11.05T15:32:30.734,0
motor.C17156E.m37,2022.11.05T15:32:32.406,2
motor.C17156B.m1,2022.11.05T15:32:32.750,1
motor.C17156B.m104,2022.11.05T15:32:32.750,2
motor.C17156B.m124,2022.11.05T15:32:32.750,1
motor.C17156B.m131,2022.11.05T15:32:32.750,2
motor.C17156B.m146,2022.11.05T15:32:32.750,1
motor.C17156B.m153,2022.11.05T15:32:32.750,1
motor.C17156B.m175,2022.11.05T15:32:32.750,2
motor.C17156B.m182,2022.11.05T15:32:32.750,2
motor.C17156B.m204,2022.11.05T15:32:32.750,1
motor.C17156B.m211,2022.11.05T15:32:32.750,2
motor.C17156B.m224,2022.11.05T15:32:32.750,1
motor.C17156B.m56,2022.11.05T15:32:32.750,2
motor.C17156B.m70,2022.11.05T15:32:32.750,1
motor.C17156B.m77,2022.11.05T15:32:32.750,1
motor.C17156B.m97,2022.11.05T15:32:32.750,2
motor.C17156D.m11,2022.11.05T15:32:34.234,2
motor.C17156D.m78,2022.11.05T15:32:34.234,2
motor.C17156D.m99,2022.11.05T15:32:34.234,2
motor.C17156C.m1,2022.11.05T15:32:35.265,2
motor.C17156C.m15,2022.11.05T15:32:35.265,1
motor.C17156C.m16,2022.11.05T15:32:35.265,1
motor.C17156C.m2,2022.11.05T15:32:35.265,1
motor.C17156C.m22,2022.11.05T15:32:35.265,2
motor.C17156C.m23,2022.11.05T15:32:35.265,2
motor.C17156C.m29,2022.11.05T15:32:35.265,2
motor.C17156C.m30,2022.11.05T15:32:35.265,2
motor.C17156C.m36,2022.11.05T15:32:35.265,2
motor.C17156C.m37,2022.11.05T15:32:35.265,2
motor.C17156C.m8,2022.11.05T15:32:35.265,1
motor.C17156C.m9,2022.11.05T15:32:35.265,2
motor.C17156G.m1,2022.11.05T15:32:35.734,2
motor.C17156G.m104,2022.11.05T15:32:35.734,2
motor.C17156G.m124,2022.11.05T15:32:35.734,2
motor.C17156G.m131,2022.11.05T15:32:35.734,2
motor.C17156G.m146,2022.11.05T15:32:35.734,0
motor.C17156G.m153,2022.11.05T15:32:35.734,0
motor.C17156G.m175,2022.11.05T15:32:35.734,0
motor.C17156G.m182,2022.11.05T15:32:35.734,0
motor.C17156G.m204,2022.11.05T15:32:35.734,0
motor.C17156G.m211,2022.11.05T15:32:35.734,0
motor.C17156G.m43,2022.11.05T15:32:35.734,0
motor.C17156G.m56,2022.11.05T15:32:35.734,0
motor.C17156G.m70,2022.11.05T15:32:35.734,0
motor.C17156G.m77,2022.11.05T15:32:35.734,0
motor.C17156G.m97,2022.11.05T15:32:35.734,0
motor.C17156B.m1,2022.11.05T15:32:37.750,1
motor.C17156B.m104,2022.11.05T15:32:37.750,2
motor.C17156B.m124,2022.11.05T15:32:37.750,1
motor.C17156B.m131,2022.11.05T15:32:37.750,2
motor.C17156B.m146,2022.11.05T15:32:37.750,1
motor.C17156B.m153,2022.11.05T15:32:37.750,1
motor.C17156B.m175,2022.11.05T15:32:37.750,1
motor.C17156B.m182,2022.11.05T15:32:37.750,2
motor.C17156B.m204,2022.11.05T15:32:37.750,1
motor.C17156B.m211,2022.11.05T15:32:37.750,2
motor.C17156B.m224,2022.11.05T15:32:37.750,1
motor.C17156B.m56,2022.11.05T15:32:37.750,2
motor.C17156B.m70,2022.11.05T15:32:37.750,1
motor.C17156B.m77,2022.11.05T15:32:37.750,1
motor.C17156B.m97,2022.11.05T15:32:37.750,2
motor.C17156E.m37,2022.11.05T15:32:38.406,2
motor.C17156D.m11,2022.11.05T15:32:39.234,2
motor.C17156D.m78,2022.11.05T15:32:39.234,2
motor.C17156D.m99,2022.11.05T15:32:39.234,2
motor.C17156C.m1,2022.11.05T15:32:40.265,2
motor.C17156C.m15,2022.11.05T15:32:40.265,1
motor.C17156C.m16,2022.11.05T15:32:40.265,1
motor.C17156C.m2,2022.11.05T15:32:40.265,1
motor.C17156C.m22,2022.11.05T15:32:40.265,2
motor.C17156C.m23,2022.11.05T15:32:40.265,2
motor.C17156C.m29,2022.11.05T15:32:40.265,2
motor.C17156C.m30,2022.11.05T15:32:40.265,2
motor.C17156C.m36,2022.11.05T15:32:40.265,2
motor.C17156C.m37,2022.11.05T15:32:40.265,2
motor.C17156C.m8,2022.11.05T15:32:40.265,1
motor.C17156C.m9,2022.11.05T15:32:40.265,2
motor.C17156G.m1,2022.11.05T15:32:40.734,2
motor.C17156G.m104,2022.11.05T15:32:40.734,2
motor.C17156G.m124,2022.11.05T15:32:40.734,2
motor.C17156G.m131,2022.11.05T15:32:40.734,2
motor.C17156G.m146,2022.11.05T15:32:40.734,0
motor.C17156G.m153,2022.11.05T15:32:40.734,0
motor.C17156G.m175,2022.11.05T15:32:40.734,0
motor.C17156G.m182,2022.11.05T15:32:40.734,0
motor.C17156G.m204,2022.11.05T15:32:40.734,0
motor.C17156G.m211,2022.11.05T15:32:40.734,0
motor.C17156G.m43,2022.11.05T15:32:40.734,0
motor.C17156G.m56,2022.11.05T15:32:40.734,0
motor.C17156G.m70,2022.11.05T15:32:40.734,0
motor.C17156G.m77,2022.11.05T15:32:40.734,0
motor.C17156G.m97,2022.11.05T15:32:40.734,0
motor.C17156B.m1,2022.11.05T15:32:42.750,1
motor.C17156B.m104,2022.11.05T15:32:42.750,2
motor.C17156B.m124,2022.11.05T15:32:42.750,1
motor.C17156B.m131,2022.11.05T15:32:42.750,2
motor.C17156B.m146,2022.11.05T15:32:42.750,1
motor.C17156B.m153,2022.11.05T15:32:42.750,1
motor.C17156B.m175,2022.11.05T15:32:42.750,1
motor.C17156B.m182,2022.11.05T15:32:42.750,2
motor.C17156B.m204,2022.11.05T15:32:42.750,1
motor.C17156B.m211,2022.11.05T15:32:42.750,2
motor.C17156B.m224,2022.11.05T15:32:42.750,1
motor.C17156B.m56,2022.11.05T15:32:42.750,2
motor.C17156B.m70,2022.11.05T15:32:42.750,1
motor.C17156B.m77,2022.11.05T15:32:42.750,1
motor.C17156B.m97,2022.11.05T15:32:42.750,2
motor.C17156D.m11,2022.11.05T15:32:44.234,2
motor.C17156D.m78,2022.11.05T15:32:44.234,2
motor.C17156D.m99,2022.11.05T15:32:44.234,2
motor.C17156E.m37,2022.11.05T15:32:44.406,2
motor.C17156C.m1,2022.11.05T15:32:45.265,2
motor.C17156C.m15,2022.11.05T15:32:45.265,1
motor.C17156C.m16,2022.11.05T15:32:45.265,1
motor.C17156C.m2,2022.11.05T15:32:45.265,1
motor.C17156C.m22,2022.11.05T15:32:45.265,2
motor.C17156C.m23,2022.11.05T15:32:45.265,2
motor.C17156C.m29,2022.11.05T15:32:45.265,2
motor.C17156C.m30,2022.11.05T15:32:45.265,2
motor.C17156C.m36,2022.11.05T15:32:45.265,2
motor.C17156C.m37,2022.11.05T15:32:45.265,2
motor.C17156C.m8,2022.11.05T15:32:45.265,1
motor.C17156C.m9,2022.11.05T15:32:45.265,2
motor.C17156G.m1,2022.11.05T15:32:45.734,2
motor.C17156G.m104,2022.11.05T15:32:45.734,2
motor.C17156G.m124,2022.11.05T15:32:45.734,2
motor.C17156G.m131,2022.11.05T15:32:45.734,2
motor.C17156G.m146,2022.11.05T15:32:45.734,0
motor.C17156G.m153,2022.11.05T15:32:45.734,0
motor.C17156G.m175,2022.11.05T15:32:45.734,0
motor.C17156G.m182,2022.11.05T15:32:45.734,0
motor.C17156G.m204,2022.11.05T15:32:45.734,0
motor.C17156G.m211,2022.11.05T15:32:45.734,0
motor.C17156G.m43,2022.11.05T15:32:45.734,0
motor.C17156G.m56,2022.11.05T15:32:45.734,0
motor.C17156G.m70,2022.11.05T15:32:45.734,0
motor.C17156G.m77,2022.11.05T15:32:45.734,0
motor.C17156G.m97,2022.11.05T15:32:45.734,0
motor.C17156B.m1,2022.11.05T15:32:47.750,1
motor.C17156B.m104,2022.11.05T15:32:47.750,2
motor.C17156B.m124,2022.11.05T15:32:47.750,1
motor.C17156B.m131,2022.11.05T15:32:47.750,2
motor.C17156B.m146,2022.11.05T15:32:47.750,2
motor.C17156B.m153,2022.11.05T15:32:47.750,2
motor.C17156B.m175,2022.11.05T15:32:47.750,1
motor.C17156B.m182,2022.11.05T15:32:47.750,2
motor.C17156B.m204,2022.11.05T15:32:47.750,1
motor.C17156B.m211,2022.11.05T15:32:47.750,2
motor.C17156B.m224,2022.11.05T15:32:47.750,1
motor.C17156B.m56,2022.11.05T15:32:47.750,2
motor.C17156B.m70,2022.11.05T15:32:47.750,1
motor.C17156B.m77,2022.11.05T15:32:47.750,1
motor.C17156B.m97,2022.11.05T15:32:47.750,2
motor.C17156D.m11,2022.11.05T15:32:49.250,2
motor.C17156D.m78,2022.11.05T15:32:49.250,2
motor.C17156D.m99,2022.11.05T15:32:49.250,2
motor.C17156C.m1,2022.11.05T15:32:50.265,2
motor.C17156C.m15,2022.11.05T15:32:50.265,1
motor.C17156C.m16,2022.11.05T15:32:50.265,1
motor.C17156C.m2,2022.11.05T15:32:50.265,1
motor.C17156C.m22,2022.11.05T15:32:50.265,2
motor.C17156C.m23,2022.11.05T15:32:50.265,2
motor.C17156C.m29,2022.11.05T15:32:50.265,2
motor.C17156C.m30,2022.11.05T15:32:50.265,2
motor.C17156C.m36,2022.11.05T15:32:50.265,2
motor.C17156C.m37,2022.11.05T15:32:50.265,2
motor.C17156C.m8,2022.11.05T15:32:50.265,1
motor.C17156C.m9,2022.11.05T15:32:50.265,2
motor.C17156E.m37,2022.11.05T15:32:50.406,2
motor.C17156G.m1,2022.11.05T15:32:50.734,2
motor.C17156G.m104,2022.11.05T15:32:50.734,2
motor.C17156G.m124,2022.11.05T15:32:50.734,2
motor.C17156G.m131,2022.11.05T15:32:50.734,2
motor.C17156G.m146,2022.11.05T15:32:50.734,0
motor.C17156G.m153,2022.11.05T15:32:50.734,0
motor.C17156G.m175,2022.11.05T15:32:50.734,0
motor.C17156G.m182,2022.11.05T15:32:50.734,0
motor.C17156G.m204,2022.11.05T15:32:50.734,0
motor.C17156G.m211,2022.11.05T15:32:50.734,0
motor.C17156G.m43,2022.11.05T15:32:50.734,0
motor.C17156G.m56,2022.11.05T15:32:50.734,0
motor.C17156G.m70,2022.11.05T15:32:50.734,0
motor.C17156G.m77,2022.11.05T15:32:50.734,0
motor.C17156G.m97,2022.11.05T15:32:50.734,0
motor.C17156B.m1,2022.11.05T15:32:52.750,1
motor.C17156B.m104,2022.11.05T15:32:52.750,2
motor.C17156B.m124,2022.11.05T15:32:52.750,2
motor.C17156B.m131,2022.11.05T15:32:52.750,1
motor.C17156B.m146,2022.11.05T15:32:52.750,2
motor.C17156B.m153,2022.11.05T15:32:52.750,2
motor.C17156B.m175,2022.11.05T15:32:52.750,1
motor.C17156B.m182,2022.11.05T15:32:52.750,2
motor.C17156B.m204,2022.11.05T15:32:52.750,1
motor.C17156B.m211,2022.11.05T15:32:52.750,2
motor.C17156B.m224,2022.11.05T15:32:52.750,1
motor.C17156B.m56,2022.11.05T15:32:52.750,2
motor.C17156B.m70,2022.11.05T15:32:52.750,1
motor.C17156B.m77,2022.11.05T15:32:52.750,1
motor.C17156B.m97,2022.11.05T15:32:52.750,2
motor.C17156D.m11,2022.11.05T15:32:54.250,2
motor.C17156D.m78,2022.11.05T15:32:54.250,2
motor.C17156D.m99,2022.11.05T15:32:54.250,2
motor.C17156C.m1,2022.11.05T15:32:55.265,2
motor.C17156C.m15,2022.11.05T15:32:55.265,1
motor.C17156C.m16,2022.11.05T15:32:55.265,1
motor.C17156C.m2,2022.11.05T15:32:55.265,1
motor.C17156C.m22,2022.11.05T15:32:55.265,2
motor.C17156C.m23,2022.11.05T15:32:55.265,2
motor.C17156C.m29,2022.11.05T15:32:55.265,2
motor.C17156C.m30,2022.11.05T15:32:55.265,2
motor.C17156C.m36,2022.11.05T15:32:55.265,2
motor.C17156C.m37,2022.11.05T15:32:55.265,2
motor.C17156C.m8,2022.11.05T15:32:55.265,1
motor.C17156C.m9,2022.11.05T15:32:55.265,2
motor.C17156G.m1,2022.11.05T15:32:55.734,2
motor.C17156G.m104,2022.11.05T15:32:55.734,2
motor.C17156G.m124,2022.11.05T15:32:55.734,2
motor.C17156G.m131,2022.11.05T15:32:55.734,2
motor.C17156G.m146,2022.11.05T15:32:55.734,0
motor.C17156G.m153,2022.11.05T15:32:55.734,0
motor.C17156G.m175,2022.11.05T15:32:55.734,0
motor.C17156G.m182,2022.11.05T15:32:55.734,0
motor.C17156G.m204,2022.11.05T15:32:55.734,0
motor.C17156G.m211,2022.11.05T15:32:55.734,0
motor.C17156G.m43,2022.11.05T15:32:55.734,0
motor.C17156G.m56,2022.11.05T15:32:55.734,0
motor.C17156G.m70,2022.11.05T15:32:55.734,0
motor.C17156G.m77,2022.11.05T15:32:55.734,0
motor.C17156G.m97,2022.11.05T15:32:55.734,0
motor.C17156E.m37,2022.11.05T15:32:56.406,2
motor.C17156B.m1,2022.11.05T15:32:57.750,1
