tag,ts,value
motor.C17156C.m1,2022.11.05T15:45:20.265,1
motor.C17156C.m15,2022.11.05T15:45:20.265,1
motor.C17156C.m16,2022.11.05T15:45:20.265,2
motor.C17156C.m2,2022.11.05T15:45:20.265,1
motor.C17156C.m22,2022.11.05T15:45:20.265,1
motor.C17156C.m23,2022.11.05T15:45:20.265,2
motor.C17156C.m29,2022.11.05T15:45:20.265,1
motor.C17156C.m30,2022.11.05T15:45:20.265,1
motor.C17156C.m36,2022.11.05T15:45:20.265,2
motor.C17156C.m37,2022.11.05T15:45:20.265,2
motor.C17156C.m8,2022.11.05T15:45:20.265,2
motor.C17156C.m9,2022.11.05T15:45:20.265,2
motor.C17156E.m37,2022.11.05T15:45:20.421,2
motor.C17156G.m1,2022.11.05T15:45:20.734,2
motor.C17156G.m104,2022.11.05T15:45:20.734,2
motor.C17156G.m124,2022.11.05T15:45:20.734,2
motor.C17156G.m131,2022.11.05T15:45:20.734,2
motor.C17156G.m146,2022.11.05T15:45:20.734,2
motor.C17156G.m153,2022.11.05T15:45:20.734,0
motor.C17156G.m175,2022.11.05T15:45:20.734,0
motor.C17156G.m182,2022.11.05T15:45:20.734,0
motor.C17156G.m204,2022.11.05T15:45:20.734,0
motor.C17156G.m211,2022.11.05T15:45:20.734,0
motor.C17156G.m43,2022.11.05T15:45:20.734,0
motor.C17156G.m56,2022.11.05T15:45:20.734,0
motor.C17156G.m70,2022.11.05T15:45:20.734,0
motor.C17156G.m77,2022.11.05T15:45:20.734,0
motor.C17156G.m97,2022.11.05T15:45:20.734,0
motor.C17156B.m104,2022.11.05T15:45:22.750,1
motor.C17156B.m124,2022.11.05T15:45:22.750,2
motor.C17156B.m131,2022.11.05T15:45:22.750,1
motor.C17156B.m146,2022.11.05T15:45:22.750,2
motor.C17156B.m153,2022.11.05T15:45:22.750,1
motor.C17156B.m175,2022.11.05T15:45:22.750,1
motor.C17156B.m182,2022.11.05T15:45:22.750,2
motor.C17156B.m204,2022.11.05T15:45:22.750,2
motor.C17156B.m211,2022.11.05T15:45:22.750,1
motor.C17156B.m224,2022.11.05T15:45:22.750,1
motor.C17156B.m56,2022.11.05T15:45:22.750,2
motor.C17156B.m70,2022.11.05T15:45:22.750,2
motor.C17156B.m77,2022.11.05T15:45:22.750,1
motor.C17156B.m97,2022.11.05T15:45:22.750,2
motor.C17156D.m11,2022.11.05T15:45:24.421,2
motor.C17156D.m78,2022.11.05T15:45:24.421,2
motor.C17156D.m99,2022.11.05T15:45:24.421,2
motor.C17156C.m1,2022.11.05T15:45:25.265,1
motor.C17156C.m15,2022.11.05T15:45:25.265,1
motor.C17156C.m16,2022.11.05T15:45:25.265,1
motor.C17156C.m2,2022.11.05T15:45:25.265,1
motor.C17156C.m22,2022.11.05T15:45:25.265,1
motor.C17156C.m23,2022.11.05T15:45:25.265,2
motor.C17156C.m29,2022.11.05T15:45:25.265,1
motor.C17156C.m30,2022.11.05T15:45:25.265,2
motor.C17156C.m36,2022.11.05T15:45:25.265,2
motor.C17156C.m37,2022.11.05T15:45:25.265,2
motor.C17156C.m8,2022.11.05T15:45:25.265,2
motor.C17156C.m9,2022.11.05T15:45:25.265,2
motor.C17156G.m1,2022.11.05T15:45:25.734,2
motor.C17156G.m104,2022.11.05T15:45:25.734,2
motor.C17156G.m124,2022.11.05T15:45:25.734,2
motor.C17156G.m131,2022.11.05T15:45:25.734,2
motor.C17156G.m146,2022.11.05T15:45:25.734,2
motor.C17156G.m153,2022.11.05T15:45:25.734,0
motor.C17156G.m175,2022.11.05T15:45:25.734,0
motor.C17156G.m182,2022.11.05T15:45:25.734,0
motor.C17156G.m204,2022.11.05T15:45:25.734,0
motor.C17156G.m211,2022.11.05T15:45:25.734,0
motor.C17156G.m43,2022.11.05T15:45:25.734,0
motor.C17156G.m56,2022.11.05T15:45:25.734,0
motor.C17156G.m70,2022.11.05T15:45:25.734,0
motor.C17156G.m77,2022.11.05T15:45:25.734,0
motor.C17156G.m97,2022.11.05T15:45:25.734,0
motor.C17156E.m37,2022.11.05T15:45:26.421,2
motor.C17156B.m104,2022.11.05T15:45:27.750,1
motor.C17156B.m124,2022.11.05T15:45:27.750,2
motor.C17156B.m131,2022.11.05T15:45:27.750,1
motor.C17156B.m146,2022.11.05T15:45:27.750,2
motor.C17156B.m153,2022.11.05T15:45:27.750,1
motor.C17156B.m175,2022.11.05T15:45:27.750,1
motor.C17156B.m182,2022.11.05T15:45:27.750,2
motor.C17156B.m204,2022.11.05T15:45:27.750,2
motor.C17156B.m211,2022.11.05T15:45:27.750,1
motor.C17156B.m224,2022.11.05T15:45:27.750,1
motor.C17156B.m56,2022.11.05T15:45:27.750,2
motor.C17156B.m70,2022.11.05T15:45:27.750,2
motor.C17156B.m77,2022.11.05T15:45:27.750,1
motor.C17156B.m97,2022.11.05T15:45:27.750,2
motor.C17156D.m11,2022.11.05T15:45:29.421,2
motor.C17156D.m78,2022.11.05T15:45:29.421,2
motor.C17156D.m99,2022.11.05T15:45:29.421,2
motor.C17156C.m1,2022.11.05T15:45:30.265,1
motor.C17156C.m15,2022.11.05T15:45:30.265,1
motor.C17156C.m16,2022.11.05T15:45:30.265,1
motor.C17156C.m2,2022.11.05T15:45:30.265,1
motor.C17156C.m22,2022.11.05T15:45:30.265,1
motor.C17156C.m23,2022.11.05T15:45:30.265,2
motor.C17156C.m29,2022.11.05T15:45:30.265,1
motor.C17156C.m30,2022.11.05T15:45:30.265,2
motor.C17156C.m36,2022.11.05T15:45:30.265,2
motor.C17156C.m37,2022.11.05T15:45:30.265,2
motor.C17156C.m8,2022.11.05T15:45:30.265,2
motor.C17156C.m9,2022.11.05T15:45:30.265,2
motor.C17156G.m1,2022.11.05T15:45:30.734,2
motor.C17156G.m104,2022.11.05T15:45:30.734,2
motor.C17156G.m124,2022.11.05T15:45:30.734,2
motor.C17156G.m131,2022.11.05T15:45:30.734,2
motor.C17156G.m146,2022.11.05T15:45:30.734,2
motor.C17156G.m153,2022.11.05T15:45:30.734,0
motor.C17156G.m175,2022.11.05T15:45:30.734,0
motor.C17156G.m182,2022.11.05T15:45:30.734,0
motor.C17156G.m204,2022.11.05T15:45:30.734,0
motor.C17156G.m211,2022.11.05T15:45:30.734,0
motor.C17156G.m43,2022.11.05T15:45:30.734,0
motor.C17156G.m56,2022.11.05T15:45:30.734,0
motor.C17156G.m70,2022.11.05T15:45:30.734,0
motor.C17156G.m77,2022.11.05T15:45:30.734,0
motor.C17156G.m97,2022.11.05T15:45:30.734,0
motor.C17156E.m37,2022.11.05T15:45:32.421,2
motor.C17156B.m104,2022.11.05T15:45:32.750,1
motor.C17156B.m124,2022.11.05T15:45:32.750,2
motor.C17156B.m131,2022.11.05T15:45:32.750,1
motor.C17156B.m146,2022.11.05T15:45:32.750,2
motor.C17156B.m153,2022.11.05T15:45:32.750,1
motor.C17156B.m175,2022.11.05T15:45:32.750,1
motor.C17156B.m182,2022.11.05T15:45:32.750,1
motor.C17156B.m204,2022.11.05T15:45:32.750,2
motor.C17156B.m211,2022.11.05T15:45:32.750,1
motor.C17156B.m224,2022.11.05T15:45:32.750,1
motor.C17156B.m56,2022.11.05T15:45:32.750,2
motor.C17156B.m70,2022.11.05T15:45:32.750,2
motor.C17156B.m77,2022.11.05T15:45:32.750,1
motor.C17156B.m97,2022.11.05T15:45:32.750,2
motor.C17156D.m11,2022.11.05T15:45:34.421,2
motor.C17156D.m78,2022.11.05T15:45:34.421,2
motor.C17156D.m99,2022.11.05T15:45:34.421,2
motor.C17156C.m1,2022.11.05T15:45:35.265,1
motor.C17156C.m15,2022.11.05T15:45:35.265,1
motor.C17156C.m16,2022.11.05T15:45:35.265,1
motor.C17156C.m2,2022.11.05T15:45:35.265,1
motor.C17156C.m22,2022.11.05T15:45:35.265,1
motor.C17156C.m23,2022.11.05T15:45:35.265,1
motor.C17156C.m29,2022.11.05T15:45:35.265,1
motor.C17156C.m30,2022.11.05T15:45:35.265,2
motor.C17156C.m36,2022.11.05T15:45:35.265,2
motor.C17156C.m37,2022.11.05T15:45:35.265,2
motor.C17156C.m8,2022.11.05T15:45:35.265,2
motor.C17156C.m9,2022.11.05T15:45:35.265,2
motor.C17156G.m1,2022.11.05T15:45:35.734,2
motor.C17156G.m104,2022.11.05T15:45:35.734,2
motor.C17156G.m124,2022.11.05T15:45:35.734,2
motor.C17156G.m131,2022.11.05T15:45:35.734,2
motor.C17156G.m146,2022.11.05T15:45:35.734,2
motor.C17156G.m153,2022.11.05T15:45:35.734,0
motor.C17156G.m175,2022.11.05T15:45:35.734,0
motor.C17156G.m182,2022.11.05T15:45:35.734,0
motor.C17156G.m204,2022.11.05T15:45:35.734,0
motor.C17156G.m211,2022.11.05T15:45:35.734,0
motor.C17156G.m43,2022.11.05T15:45:35.734,0
motor.C17156G.m56,2022.11.05T15:45:35.734,0
motor.C17156G.m70,2022.11.05T15:45:35.734,0
motor.C17156G.m77,2022.11.05T15:45:35.734,0
motor.C17156G.m97,2022.11.05T15:45:35.734,0
motor.C17156B.m104,2022.11.05T15:45:37.750,1
motor.C17156B.m124,2022.11.05T15:45:37.750,2
motor.C17156B.m131,2022.11.05T15:45:37.750,1
motor.C17156B.m146,2022.11.05T15:45:37.750,2
motor.C17156B.m153,2022.11.05T15:45:37.750,1
motor.C17156B.m175,2022.11.05T15:45:37.750,1
motor.C17156B.m182,2022.11.05T15:45:37.750,1
motor.C17156B.m204,2022.11.05T15:45:37.750,2
motor.C17156B.m211,2022.11.05T15:45:37.750,1
motor.C17156B.m224,2022.11.05T15:45:37.750,2
motor.C17156B.m56,2022.11.05T15:45:37.750,2
motor.C17156B.m70,2022.11.05T15:45:37.750,2
motor.C17156B.m77,2022.11.05T15:45:37.750,1
motor.C17156B.m97,2022.11.05T15:45:37.750,2
motor.C17156E.m37,2022.11.05T15:45:38.421,2
motor.C17156D.m11,2022.11.05T15:45:39.421,2
motor.C17156D.m78,2022.11.05T15:45:39.421,2
motor.C17156D.m99,2022.11.05T15:45:39.421,2
motor.C17156C.m1,2022.11.05T15:45:40.265,2
motor.C17156C.m15,2022.11.05T15:45:40.265,1
motor.C17156C.m16,2022.11.05T15:45:40.265,1
motor.C17156C.m2,2022.11.05T15:45:40.265,1
motor.C17156C.m22,2022.11.05T15:45:40.265,1
motor.C17156C.m23,2022.11.05T15:45:40.265,1
motor.C17156C.m29,2022.11.05T15:45:40.265,1
motor.C17156C.m30,2022.11.05T15:45:40.265,2
motor.C17156C.m36,2022.11.05T15:45:40.265,2
motor.C17156C.m37,2022.11.05T15:45:40.265,2
motor.C17156C.m8,2022.11.05T15:45:40.265,2
motor.C17156C.m9,2022.11.05T15:45:40.265,2
motor.C17156G.m1,2022.11.05T15:45:40.734,2
motor.C17156G.m104,2022.11.05T15:45:40.734,2
motor.C17156G.m124,2022.11.05T15:45:40.734,2
motor.C17156G.m131,2022.11.05T15:45:40.734,2
motor.C17156G.m146,2022.11.05T15:45:40.734,2
motor.C17156G.m153,2022.11.05T15:45:40.734,0
motor.C17156G.m175,2022.11.05T15:45:40.734,0
motor.C17156G.m182,2022.11.05T15:45:40.734,0
motor.C17156G.m204,2022.11.05T15:45:40.734,0
motor.C17156G.m211,2022.11.05T15:45:40.734,0
motor.C17156G.m43,2022.11.05T15:45:40.734,0
motor.C17156G.m56,2022.11.05T15:45:40.734,0
motor.C17156G.m70,2022.11.05T15:45:40.734,0
motor.C17156G.m77,2022.11.05T15:45:40.734,0
motor.C17156G.m97,2022.11.05T15:45:40.734,0
motor.C17156B.m104,2022.11.05T15:45:42.750,1
motor.C17156B.m124,2022.11.05T15:45:42.750,2
motor.C17156B.m131,2022.11.05T15:45:42.750,1
motor.C17156B.m146,2022.11.05T15:45:42.750,2
motor.C17156B.m153,2022.11.05T15:45:42.750,1
motor.C17156B.m175,2022.11.05T15:45:42.750,1
motor.C17156B.m182,2022.11.05T15:45:42.750,1
motor.C17156B.m204,2022.11.05T15:45:42.750,2
motor.C17156B.m211,2022.11.05T15:45:42.750,1
motor.C17156B.m224,2022.11.05T15:45:42.750,2
motor.C17156B.m56,2022.11.05T15:45:42.750,1
motor.C17156B.m70,2022.11.05T15:45:42.750,2
motor.C17156B.m77,2022.11.05T15:45:42.750,1
motor.C17156B.m97,2022.11.05T15:45:42.750,1
motor.C17156D.m11,2022.11.05T15:45:44.421,2
motor.C17156D.m78,2022.11.05T15:45:44.421,2
motor.C17156D.m99,2022.11.05T15:45:44.421,2
motor.C17156E.m37,2022.11.05T15:45:44.421,2
motor.C17156C.m1,2022.11.05T15:45:45.265,2
motor.C17156C.m15,2022.11.05T15:45:45.265,1
motor.C17156C.m16,2022.11.05T15:45:45.265,1
motor.C17156C.m2,2022.11.05T15:45:45.265,1
motor.C17156C.m22,2022.11.05T15:45:45.265,1
motor.C17156C.m23,2022.11.05T15:45:45.265,1
motor.C17156C.m29,2022.11.05T15:45:45.265,1
motor.C17156C.m30,2022.11.05T15:45:45.265,2
motor.C17156C.m36,2022.11.05T15:45:45.265,2
motor.C17156C.m37,2022.11.05T15:45:45.265,2
motor.C17156C.m8,2022.11.05T15:45:45.265,2
motor.C17156C.m9,2022.11.05T15:45:45.265,2
motor.C17156G.m1,2022.11.05T15:45:45.734,2
motor.C17156G.m104,2022.11.05T15:45:45.734,2
motor.C17156G.m124,2022.11.05T15:45:45.734,2
motor.C17156G.m131,2022.11.05T15:45:45.734,2
motor.C17156G.m146,2022.11.05T15:45:45.734,2
motor.C17156G.m153,2022.11.05T15:45:45.734,0
motor.C17156G.m175,2022.11.05T15:45:45.734,0
motor.C17156G.m182,2022.11.05T15:45:45.734,0
motor.C17156G.m204,2022.11.05T15:45:45.734,0
motor.C17156G.m211,2022.11.05T15:45:45.734,0
motor.C17156G.m43,2022.11.05T15:45:45.734,0
motor.C17156G.m56,2022.11.05T15:45:45.734,0
motor.C17156G.m70,2022.11.05T15:45:45.734,0
motor.C17156G.m77,2022.11.05T15:45:45.734,0
motor.C17156G.m97,2022.11.05T15:45:45.734,0
motor.C17156B.m1,2022.11.05T15:45:47.750,2
motor.C17156B.m104,2022.11.05T15:45:47.750,1
motor.C17156B.m124,2022.11.05T15:45:47.750,2
motor.C17156B.m131,2022.11.05T15:45:47.750,1
motor.C17156B.m146,2022.11.05T15:45:47.750,2
motor.C17156B.m153,2022.11.05T15:45:47.750,1
motor.C17156B.m175,2022.11.05T15:45:47.750,1
motor.C17156B.m182,2022.11.05T15:45:47.750,1
motor.C17156B.m204,2022.11.05T15:45:47.750,2
motor.C17156B.m211,2022.11.05T15:45:47.750,1
motor.C17156B.m224,2022.11.05T15:45:47.750,2
motor.C17156B.m56,2022.11.05T15:45:47.750,1
motor.C17156B.m70,2022.11.05T15:45:47.750,2
motor.C17156B.m77,2022.11.05T15:45:47.750,1
motor.C17156B.m97,2022.11.05T15:45:47.750,1
motor.C17156D.m11,2022.11.05T15:45:49.437,2
motor.C17156D.m78,2022.11.05T15:45:49.437,2
motor.C17156D.m99,2022.11.05T15:45:49.437,2
motor.C17156C.m1,2022.11.05T15:45:50.265,2
motor.C17156C.m15,2022.11.05T15:45:50.265,1
motor.C17156C.m16,2022.11.05T15:45:50.265,1
motor.C17156C.m2,2022.11.05T15:45:50.265,1
motor.C17156C.m22,2022.11.05T15:45:50.265,1
motor.C17156C.m23,2022.11.05T15:45:50.265,1
motor.C17156C.m29,2022.11.05T15:45:50.265,2
motor.C17156C.m30,2022.11.05T15:45:50.265,2
motor.C17156C.m36,2022.11.05T15:45:50.265,2
motor.C17156C.m37,2022.11.05T15:45:50.265,2
motor.C17156C.m8,2022.11.05T15:45:50.265,2
motor.C17156C.m9,2022.11.05T15:45:50.265,2
motor.C17156E.m37,2022.11.05T15:45:50.421,2
motor.C17156G.m1,2022.11.05T15:45:50.734,2
motor.C17156G.m104,2022.11.05T15:45:50.734,2
motor.C17156G.m124,2022.11.05T15:45:50.734,2
motor.C17156G.m131,2022.11.05T15:45:50.734,2
motor.C17156G.m146,2022.11.05T15:45:50.734,2
motor.C17156G.m153,2022.11.05T15:45:50.734,0
motor.C17156G.m175,2022.11.05T15:45:50.734,0
motor.C17156G.m182,2022.11.05T15:45:50.734,0
motor.C17156G.m204,2022.11.05T15:45:50.734,0
motor.C17156G.m211,2022.11.05T15:45:50.734,0
motor.C17156G.m43,2022.11.05T15:45:50.734,0
motor.C17156G.m56,2022.11.05T15:45:50.734,0
motor.C17156G.m70,2022.11.05T15:45:50.734,0
motor.C17156G.m77,2022.11.05T15:45:50.734,0
motor.C17156G.m97,2022.11.05T15:45:50.734,0
motor.C17156B.m1,2022.11.05T15:45:52.750,2
motor.C17156B.m104,2022.11.05T15:45:52.750,1
motor.C17156B.m124,2022.11.05T15:45:52.750,2
motor.C17156B.m131,2022.11.05T15:45:52.750,1
motor.C17156B.m146,2022.11.05T15:45:52.750,2
motor.C17156B.m153,2022.11.05T15:45:52.750,1
motor.C17156B.m175,2022.11.05T15:45:52.750,2
motor.C17156B.m182,2022.11.05T15:45:52.750,1
motor.C17156B.m204,2022.11.05T15:45:52.750,2
motor.C17156B.m211,2022.11.05T15:45:52.750,1
motor.C17156B.m224,2022.11.05T15:45:52.750,2
motor.C17156B.m56,2022.11.05T15:45:52.750,1
motor.C17156B.m70,2022.11.05T15:45:52.750,2
motor.C17156B.m77,2022.11.05T15:45:52.750,1
motor.C17156B.m97,2022.11.05T15:45:52.750,1
motor.C17156D.m11,2022.11.05T15:45:54.437,2
motor.C17156D.m78,2022.11.05T15:45:54.437,2
motor.C17156D.m99,2022.11.05T15:45:54.437,2
motor.C17156C.m1,2022.11.05T15:45:55.265,2
motor.C17156C.m15,2022.11.05T15:45:55.265,1
motor.C17156C.m16,2022.11.05T15:45:55.265,1
motor.C17156C.m2,2022.11.05T15:45:55.265,2
motor.C17156C.m22,2022.11.05T15:45:55.265,1
motor.C17156C.m23,2022.11.05T15:45:55.265,1
motor.C17156C.m29,2022.11.05T15:45:55.265,2
motor.C17156C.m30,2022.11.05T15:45:55.265,2
motor.C17156C.m36,2022.11.05T15:45:55.265,2
motor.C17156C.m37,2022.11.05T15:45:55.265,2
motor.C17156C.m8,2022.11.05T15:45:55.265,2
motor.C17156C.m9,2022.11.05T15:45:55.265,2
motor.C17156G.m1,2022.11.05T15:45:55.734,2
motor.C17156G.m104,2022.11.05T15:45:55.734,2
motor.C17156G.m124,2022.11.05T15:45:55.734,2
motor.C17156G.m131,2022.11.05T15:45:55.734,2
motor.C17156G.m146,2022.11.05T15:45:55.734,2
motor.C17156G.m153,2022.11.05T15:45:55.734,0
motor.C17156G.m175,2022.11.05T15:45:55.734,0
motor.C17156G.m182,2022.11.05T15:45:55.734,0
motor.C17156G.m204,2022.11.05T15:45:55.734,0
motor.C17156G.m211,2022.11.05T15:45:55.734,0
motor.C17156G.m43,2022.11.05T15:45:55.734,0
motor.C17156G.m56,2022.11.05T15:45:55.734,0
motor.C17156G.m70,2022.11.05T15:45:55.734,0
motor.C17156G.m77,2022.11.05T15:45:55.734,0
motor.C17156G.m97,2022.11.05T15:45:55.734,0
motor.C17156E.m37,2022.11.05T15:45:56.421,2
motor.C17156B.m1,2022.11.05T15:45:57.750,2
motor.C17156B.m104,2022.11.05T15:45:57.750,1
motor.C17156B.m124,2022.11.05T15:45:57.750,2
motor.C17156B.m131,2022.11.05T15:45:57.750,1
motor.C17156B.m146,2022.11.05T15:45:57.750,2
motor.C17156B.m153,2022.11.05T15:45:57.750,1
motor.C17156B.m175,2022.11.05T15:45:57.750,2
motor.C17156B.m182,2022.11.05T15:45:57.750,1
motor.C17156B.m204,2022.11.05T15:45:57.750,2
motor.C17156B.m211,2022.11.05T15:45:57.750,1
motor.C17156B.m224,2022.11.05T15:45:57.750,2
motor.C17156B.m56,2022.11.05T15:45:57.750,1
motor.C17156B.m70,2022.11.05T15:45:57.750,2
motor.C17156B.m77,2022.11.05T15:45:57.750,2
motor.C17156B.m97,2022.11.05T15:45:57.750,1
motor.C17156D.m11,2022.11.05T15:45:59.437,2
motor.C17156D.m78,2022.11.05T15:45:59.437,2
motor.C17156D.m99,2022.11.05T15:45:59.437,2
motor.C17156C.m1,2022.11.05T15:46:00.265,2
motor.C17156C.m15,2022.11.05T15:46:00.265,1
motor.C17156C.m16,2022.11.05T15:46:00.265,1
motor.C17156C.m2,2022.11.05T15:46:00.265,2
motor.C17156C.m22,2022.11.05T15:46:00.265,1
motor.C17156C.m23,2022.11.05T15:46:00.265,1
motor.C17156C.m29,2022.11.05T15:46:00.265,2
motor.C17156C.m30,2022.11.05T15:46:00.265,2
motor.C17156C.m36,2022.11.05T15:46:00.265,2
motor.C17156C.m37,2022.11.05T15:46:00.265,2
motor.C17156C.m8,2022.11.05T15:46:00.265,2
motor.C17156C.m9,2022.11.05T15:46:00.265,2
motor.C17156G.m1,2022.11.05T15:46:00.734,2
motor.C17156G.m104,2022.11.05T15:46:00.734,2
motor.C17156G.m124,2022.11.05T15:46:00.734,2
motor.C17156G.m131,2022.11.05T15:46:00.734,2
motor.C17156G.m146,2022.11.05T15:46:00.734,2
motor.C17156G.m153,2022.11.05T15:46:00.734,0
motor.C17156G.m175,2022.11.05T15:46:00.734,0
motor.C17156G.m182,2022.11.05T15:46:00.734,0
motor.C17156G.m204,2022.11.05T15:46:00.734,0
motor.C17156G.m211,2022.11.05T15:46:00.734,0
motor.C17156G.m43,2022.11.05T15:46:00.734,0
motor.C17156G.m56,2022.11.05T15:46:00.734,0
motor.C17156G.m70,2022.11.05T15:46:00.734,0
motor.C17156G.m77,2022.11.05T15:46:00.734,0
motor.C17156G.m97,2022.11.05T15:46:00.734,0
motor.C17156E.m37,2022.11.05T15:46:02.421,2
motor.C17156B.m1,2022.11.05T15:46:02.750,2
motor.C17156B.m104,2022.11.05T15:46:02.750,1
motor.C17156B.m124,2022.11.05T15:46:02.750,2
motor.C17156B.m131,2022.11.05T15:46:02.750,1
motor.C17156B.m146,2022.11.05T15:46:02.750,2
motor.C17156B.m153,2022.11.05T15:46:02.750,1
motor.C17156B.m175,2022.11.05T15:46:02.750,2
motor.C17156B.m182,2022.11.05T15:46:02.750,1
motor.C17156B.m204,2022.11.05T15:46:02.750,2
motor.C17156B.m211,2022.11.05T15:46:02.750,1
motor.C17156B.m224,2022.11.05T15:46:02.750,2
motor.C17156B.m56,2022.11.05T15:46:02.750,1
motor.C17156B.m70,2022.11.05T15:46:02.750,2
motor.C17156B.m77,2022.11.05T15:46:02.750,2
motor.C17156B.m97,2022.11.05T15:46:02.750,1
motor.C17156D.m11,2022.11.05T15:46:04.437,2
motor.C17156D.m78,2022.11.05T15:46:04.437,2
motor.C17156D.m99,2022.11.05T15:46:04.437,2
motor.C17156C.m1,2022.11.05T15:46:05.265,2
motor.C17156C.m15,2022.11.05T15:46:05.265,2
motor.C17156C.m16,2022.11.05T15:46:05.265,1
motor.C17156C.m2,2022.11.05T15:46:05.265,2
motor.C17156C.m22,2022.11.05T15:46:05.265,1
motor.C17156C.m23,2022.11.05T15:46:05.265,1
motor.C17156C.m29,2022.11.05T15:46:05.265,2
motor.C17156C.m30,2022.11.05T15:46:05.265,2
motor.C17156C.m36,2022.11.05T15:46:05.265,2
motor.C17156C.m37,2022.11.05T15:46:05.265,2
motor.C17156C.m8,2022.11.05T15:46:05.265,2
motor.C17156C.m9,2022.11.05T15:46:05.265,2
motor.C17156G.m1,2022.11.05T15:46:05.734,2
motor.C17156G.m104,2022.11.05T15:46:05.734,2
motor.C17156G.m124,2022.11.05T15:46:05.734,2
motor.C17156G.m131,2022.11.05T15:46:05.734,2
motor.C17156G.m146,2022.11.05T15:46:05.734,2
motor.C17156G.m153,2022.11.05T15:46:05.734,0
motor.C17156G.m175,2022.11.05T15:46:05.734,0
motor.C17156G.m182,2022.11.05T15:46:05.734,0
motor.C17156G.m204,2022.11.05T15:46:05.734,0
motor.C17156G.m211,2022.11.05T15:46:05.734,0
motor.C17156G.m43,2022.11.05T15:46:05.734,0
motor.C17156G.m56,2022.11.05T15:46:05.734,0
motor.C17156G.m70,2022.11.05T15:46:05.734,0
motor.C17156G.m77,2022.11.05T15:46:05.734,0
motor.C17156G.m97,2022.11.05T15:46:05.734,0
motor.C17156B.m1,2022.11.05T15:46:07.750,2
motor.C17156B.m104,2022.11.05T15:46:07.750,1
motor.C17156B.m124,2022.11.05T15:46:07.750,2
motor.C17156B.m131,2022.11.05T15:46:07.750,1
motor.C17156B.m146,2022.11.05T15:46:07.750,2
motor.C17156B.m153,2022.11.05T15:46:07.750,1
motor.C17156B.m175,2022.11.05T15:46:07.750,2
motor.C17156B.m182,2022.11.05T15:46:07.750,1
motor.C17156B.m204,2022.11.05T15:46:07.750,2
motor.C17156B.m211,2022.11.05T15:46:07.750,1
motor.C17156B.m224,2022.11.05T15:46:07.750,2
motor.C17156B.m56,2022.11.05T15:46:07.750,1
motor.C17156B.m70,2022.11.05T15:46:07.750,2
motor.C17156B.m77,2022.11.05T15:46:07.750,2
motor.C17156B.m97,2022.11.05T15:46:07.750,1
motor.C17156E.m37,2022.11.05T15:46:08.421,2
motor.C17156D.m11,2022.11.05T15:46:09.437,2
motor.C17156D.m78,2022.11.05T15:46:09.437,2
motor.C17156D.m99,2022.11.05T15:46:09.437,2
motor.C17156C.m1,2022.11.05T15:46:10.265,2
motor.C17156C.m15,2022.11.05T15:46:10.265,2
motor.C17156C.m16,2022.11.05T15:46:10.265,1
motor.C17156C.m2,2022.11.05T15:46:10.265,2
motor.C17156C.m22,2022.11.05T15:46:10.265,2
motor.C17156C.m23,2022.11.05T15:46:10.265,1
motor.C17156C.m29,2022.11.05T15:46:10.265,2
motor.C17156C.m30,2022.11.05T15:46:10.265,1
motor.C17156C.m36,2022.11.05T15:46:10.265,2
motor.C17156C.m37,2022.11.05T15:46:10.265,2
motor.C17156C.m8,2022.11.05T15:46:10.265,2
motor.C17156C.m9,2022.11.05T15:46:10.265,2
motor.C17156G.m1,2022.11.05T15:46:10.734,2
motor.C17156G.m104,2022.11.05T15:46:10.734,2
motor.C17156G.m124,2022.11.05T15:46:10.734,2
motor.C17156G.m131,2022.11.05T15:46:10.734,2
motor.C17156G.m146,2022.11.05T15:46:10.734,2
motor.C17156G.m153,2022.11.05T15:46:10.734,0
motor.C17156G.m175,2022.11.05T15:46:10.734,0
motor.C17156G.m182,2022.11.05T15:46:10.734,0
motor.C17156G.m204,2022.11.05T15:46:10.734,0
motor.C17156G.m211,2022.11.05T15:46:10.734,0
motor.C17156G.m43,2022.11.05T15:46:10.734,0
motor.C17156G.m56,2022.11.05T15:46:10.734,0
motor.C17156G.m70,2022.11.05T15:46:10.734,0
motor.C17156G.m77,2022.11.05T15:46:10.734,0
motor.C17156G.m97,2022.11.05T15:46:10.734,0
motor.C17156B.m1,2022.11.05T15:46:12.750,2
motor.C17156B.m104,2022.11.05T15:46:12.750,1
motor.C17156B.m124,2022.11.05T15:46:12.750,2
motor.C17156B.m131,2022.11.05T15:46:12.750,2
motor.C17156B.m146,2022.11.05T15:46:12.750,2
motor.C17156B.m153,2022.11.05T15:46:12.750,2
motor.C17156B.m175,2022.11.05T15:46:12.750,2
motor.C17156B.m182,2022.11.05T15:46:12.750,1
motor.C17156B.m204,2022.11.05T15:46:12.750,2
motor.C17156B.m211,2022.11.05T15:46:12.750,1
motor.C17156B.m224,2022.11.05T15:46:12.750,2
motor.C17156B.m56,2022.11.05T15:46:12.750,1
motor.C17156B.m70,2022.11.05T15:46:12.750,2
motor.C17156B.m77,2022.11.05T15:46:12.750,2
motor.C17156B.m97,2022.11.05T15:46:12.750,1
motor.C17156E.m37,2022.11.05T15:46:14.421,2
motor.C17156D.m11,2022.11.05T15:46:14.437,1
motor.C17156D.m78,2022.11.05T15:46:14.437,2
